input_order,ligand_id,Canonical SMILES,Butina_clusters,cluster_size,cluster_center_ligand_id
4096,4864,C[N+](C)(C)CCCON=CC=NOCCC[N+](C)(C)C,636,2,4864
4097,4865,CC(=NOCC[N+](C)(C)C)C(=NOCC[N+](C)(C)C)c1ccccc1,1037,3,4226
4098,4866,C[N+](C)(C)CCON=C(C(=NOCC[N+](C)(C)C)c1ccccc1)c1ccccc1,1037,3,4226
4099,4867,C[N+](C)(C)CCCON=CCCC=NOCCC[N+](C)(C)C,633,4,4862
4100,4868,C[N+](C)(C)CCON=CC=CC=NOCC[N+](C)(C)C,633,4,4862
4101,4869,C[N+](C)(C)CCCON=CC=CC=NOCCC[N+](C)(C)C,636,2,4864
4102,4870,CC[N+](CC)(CC)CCCON=C1C=CC(=NOCCC[N+](CC)(CC)CC)C=C1,1054,3,4221
4103,4871,C[N+](C)(C)CCON=Cc1ccc(C=NOCC[N+](C)(C)C)cc1,635,4,4219
4104,4872,O=C1CCc2c(Br)cccc21,5894,1,4872
4105,4873,O=S1OCC(CCl)O1,5893,1,4873
4106,4874,O=[N+]([O-])c1ncccc1O,5892,1,4874
4107,4875,CN(C)CCC=C1c2cc(Br)ccc2CSc2sccc21,416,4,4858
4108,4876,Cc1cc(C)c([C+]=NO)c(C)c1[C+]=NO,5891,1,4876
4109,4877,O=C(NCCCl)Nc1ccc(Cl)c(Cl)c1,5890,1,4877
4110,4878,CN(C)CCOC(=O)c1ccccc1SCc1ccccc1,634,2,4734
4111,4879,Cc1ccc[n+](CC(=O)c2ccc(-c3ccc(C(=O)C[n+]4cccc(C)c4)cc3)cc2)c1,898,3,4879
4112,4880,C[N+](C)(C)c1ccc([N+](=O)[O-])cc1,5889,1,4880
4113,4881,CN(C)C(C#N)c1ccc(Cl)cc1,5888,1,4881
4114,4882,N#CCC[n+]1ccccc1,5887,1,4882
4115,4883,c1ccc2c(c1)CCc1ccccc1C2OC1CN2CCC1CC2,5886,1,4883
4116,4884,C=CC1C(O)OC=C2C(=O)OCCC21,5885,1,4884
4117,4886,NCCOCC(N)C(=O)O,5884,1,4886
4118,4887,Cc1ccc(S(=O)(=O)SC(F)(F)F)cc1,1849,2,4412
4119,4888,COc1cc(O)cc(OC)c1O,5883,1,4888
4120,4889,COc1ccc(CCN2CCC(CN)(c3ccccc3)CC2)cc1,5882,1,4889
4121,4890,COc1ccc(CCN2CCC(CNC(=O)CCCCCCCCC(=O)NCC3(c4ccccc4)CCN(CCc4ccc(OC)cc4)CC3)(c3ccccc3)CC2)cc1,5881,1,4890
4122,4891,O=C(NCC1(c2ccccc2)CCNCC1)c1ccc(C(=O)NCC2(c3ccccc3)CCNCC2)cc1,424,5,4336
4123,4892,CN1CCC(CNC(=O)c2ccc(-c3ccc(C(=O)NCC4(c5ccccc5)CCN(C)CC4)cc3)cc2)(c2ccccc2)CC1,424,5,4336
4124,4893,CCCCC[n+]1ccc2cc(OC)c(OC)cc2c1,1569,2,4893
4125,4894,CC[n+]1ccc2cc3c(c(OC)c2c1)OCO3,208,7,3426
4126,4895,CCCC[n+]1ccc2cc3c(c(OC)c2c1)OCO3,208,7,3426
4127,4896,N=C(N)SCCCc1ccccc1,1848,2,4706
4128,4897,CCN(CCSC(=N)N)c1ccccc1,5880,1,4897
4129,4898,O=[N+]([O-])c1cccc(CSC(=NC2CCCCC2)NC2CCCCC2)c1,419,5,4707
4130,4899,c1ccc(CCCSC(=NC2CCCCC2)NC2CCCCC2)cc1,419,5,4707
4131,4900,CN=C(NCc1ccccc1C)SCc1ccccc1,5879,1,4900
4132,4901,CSC(=NCc1ccccc1)NCc1ccccc1,1847,2,4717
4133,4902,C=CCSC(=NC1CCCCC1)NC1CCCCC1,5878,1,4902
4134,4903,CN=c1scc(-c2ccc(C)cc2C)n1C,5877,1,4903
4135,4904,c1ccc(-c2sc3[n+](c2-c2ccccc2)CCN3)cc1,5876,1,4904
4136,4905,Cc1cccc(OCC(O)CNC(C)(C)C)c1C,5875,1,4905
4137,4906,CN(C)C(CSC(N)=O)CSC(N)=O,5874,1,4906
4138,4908,COc1ccc(C(=O)N2CC2)cc1,5873,1,4908
4139,4909,CCCCC[n+]1ccc2cc3c(c(OC)c2c1)OCO3,208,7,3426
4140,4910,COc1c2c(cc3cc[n+](CCC(C)C)cc13)OCO2,208,7,3426
4141,4911,CC(C)Cc1ncc(C(C)(C)O)n(O)c1=O,5872,1,4911
4142,4912,CCC[n+]1ccc2cc3c(c(OC)c2c1)OCO3,208,7,3426
4143,4913,COc1c2c(cc3cc[n+](Cc4ccccc4)cc13)OCO2,208,7,3426
4144,4914,CC(CC(=O)Nc1ccc(Cl)cc1Cl)N1CCCCC1,5871,1,4914
4145,4915,COCCN(CCF)c1ccc2ccccc2c1,5870,1,4915
4146,4916,CCOc1ccccc1CCCSC(=N)N,5869,1,4916
4147,4917,O=[N+]([O-])c1ccc(CSC(=NC2CCCCC2)NC2CCCCC2)cc1,419,5,4707
4148,4918,COc1cc(C=Cc2ccccc2)oc(=O)c1,1846,2,1481
4149,4919,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCCC1,500,4,1147
4150,4921,CCN(CC)C(=O)Nc1nc2ccccc2s1,1686,2,4921
4151,4922,CS(=O)(=O)CC(O)CCC(=O)O,5868,1,4922
4152,4923,CS(=O)CC1CCCO1,5867,1,4923
4153,4924,CS(=O)(=O)CC1CCCO1,5866,1,4924
4154,4925,O=C(NN=C1CCCCC1)c1ccncc1,292,6,3266
4155,4926,CC1CCC(=NNC(=O)c2ccncc2)CC1,292,6,3266
4156,4930,O=C(NNC1CCCCC1)c1ccncc1,223,6,4445
4157,4931,CC1CCC(NNC(=O)c2ccncc2)CC1,223,6,4445
4158,4933,CCN(CC)c1cc(C)nc2ncnn12,1621,2,4933
4159,4934,CCN(CC)CCOC(=O)C(O)(c1cccs1)C1C=CCC1,1845,2,3025
4160,4936,COC(=O)C=C(C)N1CCCC1,5865,1,4936
4161,4937,O=C(N=S1CCCC1)C(Cl)(Cl)Cl,5864,1,4937
4162,4938,CC(=O)Nc1ccc(N=Nc2ccc(NC(C)=O)cc2)cc1,5863,1,4938
4163,4940,CC(C)(CN)c1c[nH]c2ccccc12,5862,1,4940
4164,4941,CC(Oc1ccc(Cl)cc1)C(=O)OCCN(C)C,5861,1,4941
4165,4944,C[N+](C)(C)CCON=CCCC=NOCC[N+](C)(C)C,633,4,4862
4166,4945,COC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)CCCC(C)C)CCC32)C1,1248,2,4945
4167,4946,CC(COC(=O)C1CC2CC[N+]1(C)CC2)[N+](C)(C)C,5860,1,4946
4168,4947,CC(COC(=O)C1CCCC(C)[N+]1(C)C)[N+](C)(C)C,5859,1,4947
4169,4950,C[N+](C)(C)CCOP(=O)(O)O,5858,1,4950
4170,4951,Oc1ccc(CCN2CCC(c3ccc(Cl)cc3)CC2)cc1O,5857,1,4951
4171,4952,COc1ccc(CCN2CCC(Cc3ccccc3)CC2)cc1OC,1844,2,4952
4172,4953,COc1ccc(CCN2CCC(Cc3ccc(Cl)cc3)C2)cc1OC,1844,2,4952
4173,4955,C[N+]1(C2CSSC2)CCCC1,966,3,4955
4174,4958,C=CC1=C(C)c2cc3[nH]c(c(CC(=O)O)c4[nH]c(cc5nc(cc1n2)C(C)=C5CC)c(C)c4C(=O)O)C(CCC(=O)O)C3C,5856,1,4958
4175,4959,C[N+](C)(C)CCOC(=O)C1CC2CC[N+]1(C)CC2,662,4,2988
4176,4960,CC(C[N+](C)(C)C)OC(=O)C1CC2CC[N+]1(C)CC2,5855,1,4960
4177,4962,CCOC=C1N=C(c2ccccc2)OC1=O,5854,1,4962
4178,4963,CCN(CC)Cc1ccc2oc(-c3ccccc3)c(C)c(=O)c2c1,5853,1,4963
4179,4964,CN(C)C(=O)C[N+](C)(C)C,5852,1,4964
4180,4965,N=C(N)c1cccc(Cl)c1,5851,1,4965
4181,4966,N=C(N)c1ccc([N+](=O)[O-])cc1,1036,3,3493
4182,4967,N=C(N)c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,1036,3,3493
4183,4969,O=C(n1cccc1)n1cccc1,5850,1,4969
4184,4970,CN(C)C=NCCc1ccccc1,1729,2,4970
4185,4972,CCN(CC)CCn1c(-c2ccccc2)noc1=N,5849,1,4972
4186,4973,CCC(=O)C1(c2cccc(Cl)c2)CCNCC1,415,5,4973
4187,4974,CCC(=O)C1(c2ccccc2)CCNCC1,415,5,4973
4188,4975,CCOc1cccc2sc(N)nc12,1843,2,3531
4189,4976,CN(C)C=Nc1ccc(F)cc1,573,4,2494
4190,4977,CC(CN(C)C)OC(=O)Nc1ccccc1,5848,1,4977
4191,4978,ON=C1CCSc2ccccc21,5847,1,4978
4192,4979,N#Cc1ccc2[nH]ccc2c1,5846,1,4979
4193,4980,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,1545,2,4980
4194,4982,O=C(NN=C1CCCCCC1)c1ccncc1,292,6,3266
4195,4984,CC1CCC/C(=N/NC(=O)c2ccncc2)C1,292,6,3266
4196,4987,CC1CCCC(NNC(=O)c2ccncc2)C1,223,6,4445
4197,4988,O=CC(S)CO,5845,1,4988
4198,4989,C#CCN1CCC2(C)c3cc(O)ccc3CC1C2C,435,5,229
4199,4990,CC(C)(C)NP(NC(C)(C)C)c1ccccc1,5844,1,4990
4200,4991,CC(C)(C)N[P+](C)(NC(C)(C)C)c1ccccc1,5843,1,4991
4201,4992,CCCC[N+]1(CCCCC[N+]2(CCCC)CCCCC2)CCCCC1,32,15,4992
4202,4993,CCCCn1cnc2c(SC)ncnc21,5842,1,4993
4203,4994,Nc1ccc(O)ccc1=O,5841,1,4994
4204,4995,O=Cc1cc2c(cc1Br)OCO2,5840,1,4995
4205,4996,Cc1ccc2c(c1)C(=CCCN(C)C)c1ccccc1S2,16,19,122
4206,4997,CCc1ccc2c(c1)C(=CCCN(C)C)c1ccccc1S2,16,19,122
4207,4998,CC(C)c1ccc2c(c1)C(=CCCN(C)C)c1ccccc1S2,16,19,122
4208,4999,CC(C)Cc1ccc2c(c1)C(=CCCN(C)C)c1ccccc1S2,16,19,122
4209,5000,CC(C)=CCN1C(=O)c2ccccc2C1=O,5839,1,5000
4210,5001,O=C(Nc1cccc(Cl)c1)OCC#CCN1CCCC1,5838,1,5001
4211,5003,C#CCC(C(=O)Nc1c(C)cccc1C)N(CC)CC,5837,1,5003
4212,5004,O=[N+]([O-])c1nc(Cl)[nH]c1Cl,5836,1,5004
4213,5005,Cc1cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c1O,5835,1,5005
4214,5006,COC1=C(C)C(=O)c2c(c(COC(N)=O)c3n2CC2C3N2C)C1=O,5834,1,5006
4215,5007,CN(C)CCn1c2c(c3ccccc31)CCCC2=O,414,5,5007
4216,5008,CCN(CC)CCn1c2c(c3ccccc31)CCCC2=O,414,5,5007
4217,5009,CC(Cc1ccccc1)N1CCN(C2CCCCC2)CC1,116,9,4597
4218,5010,CCCCN1CCN(C(C)Cc2ccccc2)CC1,116,9,4597
4219,5011,CC(Cc1ccccc1)N1CCN(CCO)CC1,116,9,4597
4220,5012,CC(Cc1ccccc1)N1CCN(Cc2ccccc2)CC1,116,9,4597
4221,5013,CC(Cc1ccccc1)N1CCN(CCc2ccccc2)CC1,116,9,4597
4222,5014,CCCCCCCCN1CCN(C(C)Cc2ccccc2)CC1,116,9,4597
4223,5015,CC(Cc1ccccc1)N1CCN(CCC(c2ccccc2)c2ccccc2)CC1,116,9,4597
4224,5016,c1ccc(N2CCN(C3CCCCC3)CC2)cc1,5833,1,5016
4225,5017,CC(C)N1CCN(C(C)C)CC1,5832,1,5017
4226,5018,Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,5831,1,5018
4227,5020,CCCCN1C2CN3C4=C(C(=O)C(N)=C(C)C4=O)C(COC(N)=O)C3(OC)C21,79,6,3156
4228,5023,CCOC(=O)C1(c2ccccc2)CCN(CCC(C)=O)CC1,11,21,298
4229,5024,O=C(c1cc(C(=O)N2CC2)cc(C(=O)N2CC2)c1)N1CC1,5830,1,5024
4230,5025,CC(C)C1(C(C)C)OCCS1,5829,1,5025
4231,5026,CN1C2CCC1CC(OC(=O)Cc1cccc(Cl)c1)C2,67,12,1189
4232,5027,CN1C2CCC1CC(OC(=O)Cc1ccc(Cl)cc1)C2,67,12,1189
4233,5028,CN1C2CCC1CC(OC(=O)Cc1cccc([N+](=O)[O-])c1)C2,67,12,1189
4234,5030,C[N+](C)(C)CCCOC(=O)c1ccc(C(=O)OCCC[N+](C)(C)C)cc1,400,5,5030
4235,5031,C[N+](C)(C)CCOC(=O)c1ccc(C(=O)OCC[N+](C)(C)C)cc1,400,5,5030
4236,5032,NC(CC1=CCC=CC1)C(=O)O,5828,1,5032
4237,5033,Clc1nc(Br)[nH]c1Cl,5827,1,5033
4238,5034,CC(=O)c1cccc2c1CCN2,5826,1,5034
4239,5035,CN(C)CCSC(=N)N,5825,1,5035
4240,5036,CCC1COC(=O)N1,5824,1,5036
4241,5037,O=C1CN(/N=C/c2ccc(-c3ccc(F)cc3)o2)C(=O)N1,291,6,4810
4242,5038,O=C1CN(/N=C/c2ccc(-c3cccc(C(F)(F)F)c3)o2)C(=O)N1,5823,1,5038
4243,5040,Nc1c[n+](N2CCOCC2)no1,5822,1,5040
4244,5041,Cc1ccc(C(C)(O)C2CC2)cc1,1842,2,4012
4245,5042,O=C(CNC1CCCC1)c1ccc(O)c(O)c1,1841,2,5042
4246,5043,O=C(CNC1CCCCC1)c1ccc(O)c(O)c1,1841,2,5042
4247,5045,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,5821,1,5045
4248,5046,NC(=O)OCC#CCN1CCCC1,432,5,3108
4249,5047,CCCCCCP(=O)(OCC)OCC,270,6,880
4250,5048,N=C(Nc1ccccc1)SCCN,413,5,1932
4251,5049,CN(C)CCSC1=NCCN1,1834,2,5049
4252,5051,O=S(=O)(CCCl)c1ccc(Cl)cc1,1735,2,5051
4253,5052,CCOC(=O)c1c(C)n(C)c2ccc(O)c(CN(C)C)c12,632,4,5052
4254,5053,CCOC(=O)c1c(C)n(C)c2ccc(O)c(CN(CC)CC)c12,632,4,5052
4255,5054,CCOC(=O)c1c(C)n(-c2ccc(C)cc2)c2ccc(O)c(CN(CC)CC)c12,632,4,5052
4256,5055,CCOC(=O)c1c(C)n(-c2ccc(OC)cc2)c2ccc(O)c(CN(CC)CC)c12,632,4,5052
4257,5056,C=CCS(=O)(=O)c1ccccc1,5820,1,5056
4258,5057,Cc1ccc(C)c(CC#N)c1,5819,1,5057
4259,5058,CN(C)CCC=C1c2ccccc2CS(=O)(=O)c2sccc21,5818,1,5058
4260,5059,O=C(NNc1ccccc1)NP(=O)(NC(=O)NNc1ccccc1)NC(=O)NNc1ccccc1,5817,1,5059
4261,5060,c1ccc(-n2cnnc2)cc1,5816,1,5060
4262,5063,O=C1CCc2c1[nH]c1ccccc21,5815,1,5063
4263,5064,CNC(=O)OCC#CCN1CCCC1,432,5,3108
4264,5065,O=C1NC2(CCCCC2)NC12CCCCC2,5814,1,5065
4265,5066,CNc1nc(NC)nc(N(C)C)n1,1839,2,5066
4266,5067,CNc1nc(NC)nc(N2CCCC2)n1,1840,2,5067
4267,5068,CNc1nc(NC)nc(N2CCOCC2)n1,1840,2,5067
4268,5069,CCNc1nc(NCC)nc(N2CCCCC2)n1,5813,1,5069
4269,5070,CNc1nc(N)nc(N(C)C)n1,1839,2,5066
4270,5071,Nc1nc(N2CCCC2)nc(N2CCCC2)n1,430,5,2694
4271,5072,Nc1nc(N2CCCCC2)nc(N2CCCCC2)n1,430,5,2694
4272,5073,O=S(=O)(Cl)c1ccc(Cl)cc1Cl,5812,1,5073
4273,5074,N=C(N)Cc1ccccc1,5811,1,5074
4274,5075,CCCNC(=N)Cc1ccccc1,5810,1,5075
4275,5077,CC(=O)N=C(c1ccccc1)C1(N2CCCCC2)CCCCC1,5809,1,5077
4276,5078,CCOC(=O)N1CC=Cc2ccccc21,5808,1,5078
4277,5079,CCOCC[N+](C)(C)C,233,6,5079
4278,5080,CC1CN=C(c2ccccc2)C(c2ccccc2)=N1,5807,1,5080
4279,5081,O=C(O)CCCCn1cc(I)c(=O)c(I)c1,254,6,5081
4280,5082,O=C(O)CCCCCn1cc(I)c(=O)c(I)c1,254,6,5081
4281,5083,O=C(O)CCCCCCCn1cc(I)c(=O)c(I)c1,254,6,5081
4282,5084,O=C(O)CCCCCCCCCCn1cc(I)c(=O)c(I)c1,254,6,5081
4283,5085,c1ccc(CNC2CCCCC2)cc1,5806,1,5085
4284,5087,CCCN(CCC)CCc1c[nH]c2ccccc12,159,8,811
4285,5088,CCCCN(CCCC)CCc1c[nH]c2ccccc12,631,1,5088
4286,5089,CCCCOCCOCCOc1ccc2c(c1)OCO2,5805,1,5089
4287,5090,CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21,5804,1,5090
4288,5091,Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccccc1,5803,1,5091
4289,5093,CC(=O)N(C)C(C)C(O)c1ccccc1,5802,1,5093
4290,5094,O=C(O)C1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O,5801,1,5094
4291,5095,CCCCCCCCCCNC(C)=O,318,5,3097
4292,5096,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,5800,1,5096
4293,5097,CCOP(=O)(OCC)Oc1ccccc1Cl,5799,1,5097
4294,5099,CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)C3)OC2C)CC(O)C1O,199,7,139
4295,5100,CN1C2CCC1CC(Oc1ccccc1)C2,1789,2,5100
4296,5101,CCCCNc1ccc(C(=O)OCCN(CC)CC)cc1,306,2,1553
4297,5102,Cc1cccc(Nc2ccccc2C(=O)O)c1,68,12,218
4298,5103,Cc1ccc(Nc2ccccc2C(=O)O)cc1,68,12,218
4299,5104,CCOc1ccc(C(=S)NCCN(CC)CC)cc1,37,15,5104
4300,5105,CCN(CC)CCNC(=S)c1ccc(OC)cc1,146,3,5105
4301,5106,CCN(CC)CCCNC(=S)c1ccc(OC)cc1,37,15,5104
4302,5107,CCOc1ccc(C(=S)NCCCN(CC)CC)cc1,37,15,5104
4303,5108,CCCCOc1ccc(C(=S)NCCN(CC)CC)cc1,37,15,5104
4304,5109,CCN(CC)CCCNC(=S)c1ccc(OCC(C)C)cc1,37,15,5104
4305,5110,CCN(CC)CCCNC(=S)c1ccc(OCCC(C)C)cc1,37,15,5104
4306,5111,CCCOc1ccc(C(=S)NCCCN(C)C)cc1,37,15,5104
4307,5112,CCN(CC)CCCNC(=S)c1ccc(OC(C)C)cc1,37,15,5104
4308,5113,CCCCOc1ccc(C(=S)NCCCN(C)C)cc1,37,15,5104
4309,5114,CCCOc1ccc(C(=S)NCCN(C)C)cc1,37,15,5104
4310,5115,CC(C)Oc1ccc(C(=S)NCCCN(C)C)cc1,114,5,5115
4311,5116,N#CCc1ccc(Br)cc1,5798,1,5116
4312,5117,COc1ccc2[nH]cc(CCCCN)c2c1,309,6,833
4313,5118,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,5797,1,5118
4314,5120,CCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C(C=C(CO)CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(C)=O,5796,1,5120
4315,5121,CC(Cc1ccccc1)NCc1ccc2ccccc2n1,5795,1,5121
4316,5122,c1ccc2cc(CN3CCCCC3)ccc2c1,5794,1,5122
4317,5123,CCCCOc1ccc(C(=S)NCCCN(CC)CC)cc1,37,15,5104
4318,5124,CC(C)CCOc1ccc(C(=S)NCCCN(C)C)cc1,114,5,5115
4319,5125,CC(C)COc1ccc(C(=S)NCCCN(C)C)cc1,114,5,5115
4320,5126,CCn1nnc2ccccc21,5793,1,5126
4321,5127,Cc1ccccc1Nc1ccccc1C(=O)O,1035,2,287
4322,5128,O=C1CC(c2ccccc2)c2ccccc21,5792,1,5128
4323,5129,O=C(C=Cc1ccccc1)N1CCOCC1,5791,1,5129
4324,5130,COc1ccc2[nH]cc(CN(C)C)c2c1,814,3,3307
4325,5131,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(OC)c(OC)c(c3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,686,4,23
4326,5132,CS(=O)(=O)SC(Cl)=C(Cl)Cl,5790,1,5132
4327,5133,O=S(=O)(c1cccc2c1S2)C(Cl)C(Cl)Cl,5789,1,5133
4328,5134,O=S(=O)(c1ccc(SCl)cc1)C(Cl)C(Cl)(Cl)Cl,5788,1,5134
4329,5135,Cc1ccc(NC(=O)CCl)cc1,217,7,1672
4330,5136,O=Cc1cc([N+](=O)[O-])cc(CCl)c1O,1467,2,5136
4331,5137,C[N+](C)(C)CC(N)=O,5787,1,5137
4332,5138,C=C=CCN(C)Cc1ccccc1,5786,1,5138
4333,5139,C=C=CCN(C)Cc1ccccc1Cl,5785,1,5139
4334,5140,OCCOCCN1CCN(CCOC(c2ccccc2)c2ccc(Cl)cc2)CC1,800,2,5140
4335,5141,C#CCNCc1ccccc1,5784,1,5141
4336,5142,NCC1OC(OC2C(N)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)C(O)C(N)C1O,19,18,182
4337,5143,C#CCOC(N)=O,5783,1,5143
4338,5144,O=C1C=C(C2OC(CO)C(O)C2O)C(=O)N1,5782,1,5144
4339,5145,COC12C=CC3(CC1C(C)(O)C1CCCCC1)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,1034,3,4605
4340,5154,O=C(O)CNCCNCC(=O)O,630,4,3975
4341,5155,CN1CC(c2ccc(O)cc2)OC1(C)C,5781,1,5155
4342,5156,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO,5780,1,5156
4343,5157,Cc1ccc(F)cc1NC1=NCCN1,5779,1,5157
4344,5158,Nc1cccc(CC2=NCCN2)c1Cl,5778,1,5158
4345,5159,C[N+]1(c2ccccc2)Cc2ccccc2C1,5777,1,5159
4346,5160,CN(C)C=C(C#N)C#N,5776,1,5160
4347,5161,CC(C)C#CC(O)(C(=O)OC1CCN(C)CC1)c1ccccc1,69,11,5161
4348,5162,CCC(C)(C)OC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,1838,2,461
4349,5163,c1ccc(CCn2nnc3cnccc32)cc1,5775,1,5163
4350,5164,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1F,412,5,437
4351,5165,CCOc1ccc(CN(CCN(C)C)c2ccccn2)cc1F,412,5,437
4352,5166,CC(C)NCC(=O)c1ccc(O)c(O)c1,1837,2,815
4353,5167,O=C(CN1CCCC1)c1ccc(O)c(O)c1,1791,2,5167
4354,5169,CCCCC(=O)N1C2CN3C4=C(C(=O)C(N)=C(C)C4=O)C(COC(N)=O)C3(OC)C21,79,6,3156
4355,5170,CC=CC(=O)N1C2CN3C4=C(C(=O)C(N)=C(C)C4=O)C(COC(N)=O)C3(OC)C21,79,6,3156
4356,5171,CCCNC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)C1(OC)C3NC3CN21,9,22,659
4357,5174,Nc1cc(Cl)c(Cl)cc1S(N)(=O)=O,5774,1,5174
4358,5175,CNc1nc2ccccc2s1,5773,1,5175
4359,5176,O=S1(=O)CC(=CN2CCOCC2)c2ccccc21,5772,1,5176
4360,5177,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C(=O)c1ccccc1Cl,79,6,3156
4361,5178,NCc1c(Cl)c(Cl)c(Cl)c(CN)c1Cl,5771,1,5178
4362,5179,CCC(C)(C)c1nc(C)cc2cc3c(cc12)OCO3,1033,3,5179
4363,5180,CCCCC(C)(C)c1nccc2cc3c(cc12)OCO3,1033,3,5179
4364,5181,Cc1cc2cc3c(cc2c(CC2(C)CCCCC2)n1)OCO3,1836,2,5181
4365,5182,CCN(CC)c1ccc(C=NN2CCCCCC2)cc1,5770,1,5182
4366,5183,Oc1ccccc1C=NN1CCCCCC1,5769,1,5183
4367,5184,C(=NN1CCCCCC1)c1cccs1,5768,1,5184
4368,5185,Cc1cc2cc3c(cc2c(CC2(C)CCCC2)n1)OCO3,1836,2,5181
4369,5186,CN1CC2CCCC(C1)N2CCOC(=O)CCCCC(=O)OCCN1C2CCCC1CN(C)C2,619,4,5186
4370,5187,CCN(CC)CC(=O)Nc1c(C)cc(Oc2ccccc2)cc1C,290,6,5187
4371,5188,Cc1cc(Oc2ccccc2)cc(C)c1NC(=O)CN1CCCCC1,147,8,5188
4372,5189,CCCN(CCC)CC(=O)Nc1c(C)cc(Oc2ccccc2)cc1C,629,1,5189
4373,5190,Cc1cc(Oc2ccccc2)cc(C)c1NC(=O)CN1CCOCC1,411,1,5190
4374,5191,Cc1cc(Oc2ccccc2)cc(C)c1NC(=O)CN1CCCC1,147,8,5188
4375,5192,CCN(CC)CC(=O)Nc1c(C)cc(OCc2ccccc2)cc1C,290,6,5187
4376,5193,CCCCN(CCCC)CC(=O)Nc1c(C)cc(OCc2ccccc2)cc1C,290,6,5187
4377,5194,CCCN(CCC)CC(=O)Nc1c(C)cc(OCc2ccccc2)cc1C,290,6,5187
4378,5195,Cc1cc(OCc2ccccc2)cc(C)c1NC(=O)CN1CCOCC1,147,8,5188
4379,5196,Cc1cc(OCc2ccccc2)cc(C)c1NC(=O)CN1CCCC1,147,8,5188
4380,5197,Cc1cc(OCCc2ccccc2)cc(C)c1NC(=O)CN1CCCCC1,147,8,5188
4381,5198,Cc1cc(OCCc2ccccc2)cc(C)c1NC(=O)CN1CCCC1,147,8,5188
4382,5199,C=CCNC(=S)Nc1cc(Cl)ccc1Cl,1039,3,4745
4383,5200,CCCCCCCC(=O)NCC(C(C)C)N(O)N=O,5767,1,5200
4384,5201,Oc1cccc(NC(=S)Nc2ccccc2)c1,5766,1,5201
4385,5202,CCN(CC)CCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,214,7,3882
4386,5203,CCN(CC)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,214,7,3882
4387,5204,CC(=O)NNC(=O)Nc1ccc(Cl)cc1,5765,1,5204
4388,5205,CNC1CCC2(C)C(=CCC3C2CCC2(CO)C(C(C)O)CCC32)C1,5764,1,5205
4389,5206,CCCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1,1835,2,2433
4390,5207,CC[N+](CC)(CC)CCOC(=O)CC[N+](CC)(CC)CCC(=O)OCC[N+](CC)(CC)CC,5763,1,5207
4391,5208,CC[N+](C)(CC)CCOC(=O)CC[N+](C)(CC)CCC(=O)OCC[N+](C)(CC)CC,399,5,5208
4392,5209,CCCCCCCCCCCCCCN(CC)C(C)(CO)CO,5762,1,5209
4393,5211,CCCCC(C)(C)c1nc(C)cc2cc3c(cc12)OCO3,1033,3,5179
4394,5212,Cc1cc2cc3c(cc2c(CC(C)(C)C)n1)OCO3,5761,1,5212
4395,5213,C[N+](C)(C)CC#CCOc1cccc(OCC#CC[N+](C)(C)C)c1,1032,1,5213
4396,5214,C#CCOP(=O)(OCC)OCC,5760,1,5214
4397,5215,C[N+](C)(C)CC#CCOc1ccccc1OCC#CC[N+](C)(C)C,410,3,5215
