input_order,ligand_id,Canonical SMILES,Butina_clusters,cluster_size,cluster_center_ligand_id
10434,13448,c1ccc(N=Nc2ccc(C3=NCCO3)cc2)cc1,3023,1,13448
10435,13449,COc1cc(C2=NCCO2)cc(OC)c1OC,3022,1,13449
10436,13451,CC(=O)OC(CC(=O)CC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,3021,1,13451
10437,13453,c1ccc2c(NC3=NCCO3)c3ccccc3nc2c1,3020,1,13453
10438,13454,CCN(CC)CCOC(=O)C=C(c1ccccc1)c1ccccc1,3019,1,13454
10439,13455,O=C(OCCSCc1ccccc1)c1cccnc1,56,6,13455
10440,13457,CCCCSCCOC(=O)c1cccnc1,14,19,2849
10441,13458,O=C(OCCSC1CCCCC1)c1cccnc1,3018,1,13458
10442,13460,O=C(OCCSC(c1ccccc1)c1ccccc1)c1cccnc1,1353,1,13460
10443,13461,CCCCCCCCCCCCCCCCSCCOC(=O)c1cccnc1,56,6,13455
10444,13462,CCCCCCSCCOC(=O)c1cccnc1,56,6,13455
10445,13463,O=C(OCCCCCCO)c1cccnc1,14,19,2849
10446,13464,O=C(OCCCCCO)c1cccnc1,14,19,2849
10447,13465,O=C(OCCCO)c1cccnc1,14,19,2849
10448,13466,CC(OC(=O)c1cccnc1)c1ccccc1,341,5,13330
10449,13467,CSCCOC(=O)c1cccnc1,14,19,2849
10450,13468,O=C(OCCCCCOC(=O)c1cccnc1)c1cccnc1,14,19,2849
10451,13469,CCCCCSCCOC(=O)c1cccnc1,56,6,13455
10452,13470,O=C(OCCSCCc1ccccc1)c1cccnc1,56,6,13455
10453,13471,CCCSCCOC(=O)c1cccnc1,14,19,2849
10454,13472,O=C(OCCSCc1cccnc1)c1cccnc1,56,6,13455
10455,13474,O=C(OCCCCOC(=O)c1cccnc1)c1cccnc1,14,19,2849
10456,13475,N#CSCCCCCCOC(=O)c1cccnc1,14,19,2849
10457,13476,N#CSCCCCCOC(=O)c1cccnc1,14,19,2849
10458,13477,Cc1cccc(C(OC(=O)c2cccnc2)c2ccccc2)c1,341,5,13330
10459,13478,Cc1ccccc1C(OC(=O)c1cccnc1)c1ccccc1,341,5,13330
10460,13479,Cc1ccc(C(OC(=O)c2cccnc2)c2ccccc2)cc1,341,5,13330
10461,13480,O=C(OCCCCCCOC(=O)c1cccnc1)c1cccnc1,14,19,2849
10462,13481,COc1cc(CNC2=NCCO2)ccc1O,3017,1,13481
10463,13482,COC1CCN(CCCN2c3ccccc3Sc3ccc(C(C)=O)cc32)CC1,333,3,12472
10464,13483,CC(=O)N1CCN(c2ccccc2C)CC1,3016,1,13483
10465,13484,CN1CCN(C(=Nc2c(Cl)cccc2Cl)N(C)C)CC1,808,3,10154
10466,13485,CCOC(=O)N1CCN(C(=O)Nc2cccc3ccccc23)CC1,1240,2,13485
10467,13486,O=Cc1ccccc1C(=O)OC(=O)c1ccccc1C=O,3015,1,13486
10468,13487,CC(=O)Oc1cccc2c1C(=O)OC2=O,3014,1,13487
10469,13491,CN(CCCl)CCN1c2ccccc2Sc2ccccc21,1352,1,13491
10470,13493,COC1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,97,9,463
10471,13496,CN1CCC(N2c3ccccc3Sc3ccc(Cl)cc32)CC1,560,3,9419
10472,13497,CN1CCC(CN2c3ccccc3Sc3ccc(Cl)cc32)CC1,807,1,13497
10473,13499,Cc1ccc2c(c1)N(CCOS(C)(=O)=O)c1ccccc1S2,3013,1,13499
10474,13501,CN(CCCl)CCN1c2ccccc2Sc2ccc(Cl)cc21,26,17,272
10475,13502,O=C(Nc1ccc(Cl)c(Cl)c1)N1c2ccccc2Sc2ccccc21,3012,1,13502
10476,13504,COc1ccc2c(c1)Sc1ccccc1N2C1CCN(C)CC1,518,4,3041
10477,13505,COc1ccc2c(c1)N(CC1CCN(C)CC1)c1ccccc1S2,518,4,3041
10478,13507,COc1ccc2c(c1)Sc1ccccc1N2CC1CCN(C)CC1,518,4,3041
10479,13511,CCN(CC)CCNc1ccccc1N,3011,1,13511
10480,13512,CN(C)c1cccc(NC2=NCCO2)c1,701,3,13512
10481,13513,CN(C)c1ccc(NC2=NCCO2)cc1,1351,1,13513
10482,13515,CC(=O)ON[N+](=O)[O-],3010,1,13515
10483,13516,COC(=O)c1cncn1C1c2ccccc2-c2ccccc21,3009,1,13516
10484,13522,CN1CCC(O)(CC(=O)OC(c2ccccc2)c2ccccc2)CC1,1326,2,13522
10485,13526,CC(=O)N1CCC(Cc2ccccc2)CC1,3008,1,13526
10486,13529,c1ccc(NC2CCN(C3(c4ccccc4)CCCCC3)CC2)cc1,1350,2,13529
10487,13530,c1ccc(NC2CCN(C3(c4ccccc4)CC3)CC2)cc1,1350,2,13529
10488,13534,CN1CCC23CCCCC2C1Cc1cc(O)ccc13,196,5,7624
10489,13535,Brc1ccc2[nH]cc(CN3CCOCC3)c2c1,517,2,4003
10490,13536,O=C(Nc1cc2ccccc2o1)N1CCOCC1,3007,1,13536
10491,13537,CCCCCCCCCCCCNC(=O)N1CCOCC1,3006,1,13537
10492,13540,COC(=O)C1(OC(=O)Sc2ccccc2)CCN(C)CC1,3005,1,13540
10493,13546,Cc1ccc(C2CC(O)C(C)(O)CN2C)cc1,465,4,13546
10494,13549,CCC1CCN(CCCc2ccc(COc3ccccc3)cc2)CC1,91,10,5625
10495,13550,CN1CCC(O)(COC(=O)C(O)(c2ccccc2)c2ccccc2)CC1,3004,1,13550
10496,13551,COc1ccc2[nH]cc(CN3CCC(CO)(c4ccccc4)CC3)c2c1,3003,1,13551
10497,13555,CC1CCN(CCCc2ccc(COc3ccccc3)cc2)CC1,91,10,5625
10498,13556,CN1CCC(c2ccccc2)(N2CCCCC2)CC1,340,5,2014
10499,13557,C1CCN(N=C2NCCO2)CC1,3002,1,13557
10500,13558,CC1(C)CC(N)CC(C)(C)N1C1=NCCO1,3001,1,13558
10501,13559,OC1(c2ccc(Cl)cc2)CCN(C2(c3ccc(Cl)cc3)CCCCC2)CC1,806,2,13559
10502,13560,OC1(c2ccc(Cl)cc2)CCN(C2CC2)CC1,1348,2,13560
10503,13561,OC1(c2ccc(Cl)cc2)CCN(C2(c3ccccc3)CCCCC2)CC1,806,2,13559
10504,13562,OC1(c2ccc(Cl)cc2)CCN(C2CC2c2ccccc2)CC1,1349,1,13562
10505,13563,OC1(c2ccc(Cl)cc2)CCN(CC2CC2c2ccccc2)CC1,3000,1,13563
10506,13564,O=C(C1CC1)N1CCC(O)(c2cccc(C(F)(F)F)c2)CC1,805,2,13564
10507,13565,OC1(c2ccccc2)CCN(CC2CC2)CC1,2999,1,13565
10508,13566,OC1(c2ccccc2)CCN(C2CC2)CC1,1348,2,13560
10509,13567,CCC(=O)OC1(c2ccccc2)CCN(C2CC2)CC1,559,4,2217
10510,13568,OC1(c2cccc(C(F)(F)F)c2)CCN(C2CC2)CC1,805,2,13564
10511,13570,CCC(=O)OC1(c2ccccc2)CCN(CCCCCC[N+](=O)[O-])CC1,1347,1,13570
10512,13571,O=C(C1CC1c1ccccc1)N1CCC(O)(c2cccc(C(F)(F)F)c2)CC1,516,4,13571
10513,13572,OC1CCN(CC2CC2c2ccccc2)CC1,2998,1,13572
10514,13573,OC1(c2cccc(C(F)(F)F)c2)CCN(CC2CC2c2ccccc2)CC1,516,4,13571
10515,13574,OC1(c2cccc(C(F)(F)F)c2)CCN(C2CC2c2ccccc2)CC1,516,4,13571
10516,13575,OC1(c2ccccc2)CCN(C2(c3ccccc3)CCCCC2)CC1,340,5,2014
10517,13576,OC1(c2ccccc2)CCN(C2CC2c2ccccc2)CC1,516,4,13571
10518,13577,CCC(=O)OC1(c2ccccc2)CCN(CC2CC2c2ccccc2)CC1,2997,1,13577
10519,13578,O=C1CCN(C2(c3ccc(Cl)cc3)CCCCC2)CC1,2996,1,13578
10520,13580,OC(Cc1nc2ccccc2s1)(C(F)(F)F)C(F)(F)F,2995,1,13580
10521,13581,OC(CCc1ccccc1)(C(F)(F)Cl)C(F)(F)Cl,833,3,12693
10522,13582,OCC(CN1CCCCC1)(CN1CCCCC1)CN1CCCCC1,2994,1,13582
10523,13583,CCCCNC(C)(C)COC(=O)c1ccccc1,804,3,2011
10524,13585,OCCCNCCCc1ccc(COc2ccccc2)cc1,515,3,12865
10525,13589,CC1(C)Cc2cccc(C(=O)CCN3CCCCC3)c2O1,2993,1,13589
10526,13596,CCCCCCCCCCCC(=O)NS(=O)(=O)c1ccc(NC(C)=O)c2cccnc12,711,3,3063
10527,13597,CCCCCCCCCCCC(=O)NCc1ccccc1Br,2992,1,13597
10528,13598,CCCCCCCCCCCC(=O)NCc1ccc(Br)cc1,125,8,12000
10529,13600,COc1ccc(CCN(C)C)cc1C,803,3,3647
10530,13601,CC(C)(Cc1ccccc1)NC1=NCCO1,2991,1,13601
10531,13603,COc1ccc(CCN(C)C)cc1Cc1cc(CCN(C)C)ccc1OC,803,3,3647
10532,13604,CNCCc1ccc(OC)c(Cc2cc(CCNC)ccc2OC)c1,2990,1,13604
10533,13605,CCN(CC)CCOc1c(Br)cc(N)cc1OCc1ccccc1,161,7,12478
10534,13608,C=C(Br)CNC(=O)CC,1346,2,12729
10535,13609,C=C(Br)CNC(=O)C(C(F)(F)F)C(F)(F)F,2989,1,13609
10536,13611,COc1cc(CNC(=O)CCC2CCCC2)ccc1O,2988,1,13611
10537,13612,CCN(CC)CCN(C(=O)C(C)(C)C)c1ccccc1N,2987,1,13612
10538,13613,CC(C)(C)C(=O)Nc1cc([N+](=O)[O-])ccc1N,2986,1,13613
10539,13614,CCC(=O)N(c1ccccc1)C1CCN(C2CC2)CC1,790,3,13614
10540,13616,CC1=CC(=O)CC(C(F)(F)F)(C(F)(F)F)O1,2985,1,13616
10541,13617,OC(Cc1cc(CC(O)(C(F)(F)F)C(F)(F)F)n(-c2ccccc2)n1)(C(F)(F)F)C(F)(F)F,2984,1,13617
10542,13619,CC1(C)C=C(C(=O)NCCCNC(=O)c2ccc3c(c2)OCO3)C(C)(C)N1,2983,1,13619
10543,13620,CCCc1ccc(OCC(=O)NCCCNC(=O)C2=CC(C)(C)NC2(C)C)c(OC)c1,802,3,13620
10544,13621,C=CCc1ccc(OCC(=O)NCCNC(=O)C2=CC(C)(C)NC2(C)C)c(OC)c1,802,3,13620
10545,13622,CC1(C)C=C(C(=O)NCCCNCc2ccccc2O)C(C)(C)N1,55,12,13622
10546,13623,COc1ccccc1CNCCCNC(=O)C1=CC(C)(C)NC1(C)C,55,12,13622
10547,13624,CC1(C)C=C(C(=O)NCCNCc2ccccc2O)C(C)(C)N1,1345,1,13624
10548,13625,CC1(C)C=C(C(=O)NCCCNCc2cccc(O)c2)C(C)(C)N1,86,7,13625
10549,13626,CC1(C)C=C(C(=O)NCCCNCc2ccc(O)cc2)C(C)(C)N1,86,7,13625
10550,13627,CC1(C)C=C(C(=O)NCCCNCc2cccc(Oc3ccccc3)c2)C(C)(C)N1,86,7,13625
10551,13628,CC1(C)C=C(C(=O)NCCCNCc2ccc(Oc3ccccc3)cc2)C(C)(C)N1,86,7,13625
10552,13629,CC1(C)C=C(C(=O)NCCCNCc2ccccc2OCc2ccccc2)C(C)(C)N1,55,12,13622
10553,13630,CC1(C)C=C(C(=O)NCCCNCc2cccc(OCc3ccccc3)c2)C(C)(C)N1,86,7,13625
10554,13631,CC1(C)C=C(C(=O)NCCCNCc2ccc(OCc3ccccc3)cc2)C(C)(C)N1,86,7,13625
10555,13632,C=CCOc1ccccc1CNCCCNC(=O)C1=CC(C)(C)NC1(C)C,55,12,13622
10556,13633,C=CCOc1cccc(CNCCCNC(=O)C2=CC(C)(C)NC2(C)C)c1,127,2,13633
10557,13634,C=CCOc1ccc(CNCCCNC(=O)C2=CC(C)(C)NC2(C)C)cc1,86,7,13625
10558,13635,CC1(C)C=C(C(=O)NCCCNCc2ccccc2OCC(N)=O)C(C)(C)N1,55,12,13622
10559,13636,COc1ccc(CNCCCNC(=O)C2=CC(C)(C)NC2(C)C)c(OC)c1,55,12,13622
10560,13637,COc1cccc(CNCCCNC(=O)C2=CC(C)(C)NC2(C)C)c1O,55,12,13622
10561,13638,COc1cc(CNCCCNC(=O)C2=CC(C)(C)NC2(C)C)ccc1O,55,12,13622
10562,13639,C=CCOc1c(CNCCCNC(=O)C2=CC(C)(C)NC2(C)C)cccc1OC,55,12,13622
10563,13640,C=CCOc1ccc(CNCCCNC(=O)C2=CC(C)(C)NC2(C)C)cc1OC,127,2,13633
10564,13641,COc1cccc(CNCCCNC(=O)C2=CC(C)(C)NC2(C)C)c1OCc1ccccc1,55,12,13622
10565,13642,COc1cc(OCc2ccccc2)ccc1CNCCCNC(=O)C1=CC(C)(C)NC1(C)C,55,12,13622
10566,13643,CCN(CC)C(=O)COc1c(CNCCCNC(=O)C2=CC(C)(C)NC2(C)C)cccc1OC,55,12,13622
10567,13645,Cc1cccc(C)c1NC(=O)CNCCCNC(=O)C1=CC(C)(C)NC1(C)C,2982,1,13645
10568,13660,c1cc2c3c(cccc3c1)C(NCCCN1CCOCC1)=N2,1344,2,13660
10569,13662,CC(C)CNC1=Nc2cccc3cccc1c23,2981,1,13662
10570,13663,c1cc2c3c(cccc3c1)C(NCCN1CCOCC1)=N2,1344,2,13660
10571,13664,CCCNC1=Nc2ccccc2CCC1,801,3,13664
10572,13665,CCCCNC1=Nc2ccccc2CCC1,801,3,13664
10573,13666,CC(C)CNC1=Nc2ccccc2CCC1,801,3,13664
10574,13667,CC=Cc1ccc(OCC(=O)NCC(C)(C)CNC(=O)C2=CC(C)(C)NC2(C)C)c(OC)c1,2980,1,13667
10575,13669,CN1CCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,507,4,2276
10576,13670,Clc1ccc(C(OCCN2CCCC2)c2ccccc2)cc1,800,2,5140
10577,13671,CCN1CCC(OC(c2ccccc2)c2ccc(Cl)cc2)C1,85,10,4002
10578,13672,CCN(CC)CCC(C(N)=O)(c1ccccc1)c1ccccc1,317,5,1924
10579,13673,c1ccc(OCc2ccc(CCCN3CCNCC3)cc2)cc1,91,10,5625
10580,13674,O=C(Nc1ccc2c(c1)OCO2)ON=Cc1ccccn1,514,4,13674
10581,13675,O=C(Nc1ccc2c(c1)OCO2)ON=Cc1cccnc1,514,4,13674
10582,13676,O=C(NC1CCCCC1)ON=Cc1ccccn1,2979,1,13676
10583,13677,O=C(Nc1ccc(Cl)c(Cl)c1)ON=Cc1ccccn1,514,4,13674
10584,13678,O=Cc1cccc(CC(O)(C(F)(F)F)C(F)(F)F)n1,1343,2,13167
10585,13679,NC(=S)N/N=C/c1cccc(CC(O)(C(F)(F)F)C(F)(F)F)n1,2978,1,13679
10586,13680,O=C(Nc1cccc2ccccc12)ON=Cc1ccccn1,2977,1,13680
10587,13681,Cc1ccc(S(=O)(=O)NC(=O)ON=Cc2ccccn2)cc1,2976,1,13681
10588,13682,c1cncc(CSC2CCCCC2)c1,2975,1,13682
10589,13684,Cc1cc(C(CO)(C(F)(F)F)C(F)(F)F)cc(C(CO)(C(F)(F)F)C(F)(F)F)n1,1338,2,13684
10590,13685,CCN(CC)CCOCc1cccnc1,1342,2,13685
10591,13686,CCN(CC)CCSCc1cccnc1,240,6,13686
10592,13687,CCN(CC)C(C)COCc1cccnc1,1341,2,13687
10593,13688,CCN(CC)C(C)CSCc1cccnc1,1340,2,13688
10594,13689,CN(C)CCOCc1cccnc1,1342,2,13685
10595,13690,CN(C)CCSCc1cccnc1,240,6,13686
10596,13691,CC(COCc1cccnc1)N(C)C,1341,2,13687
10597,13692,CC(CSCc1cccnc1)N(C)C,1340,2,13688
10598,13693,CCSCc1cccnc1,240,6,13686
10599,13694,CC#CC(O)(C(=O)OC1CCN(C)CC1)c1ccccn1,2974,1,13694
10600,13696,CC1=C(COC(=O)C(O)(c2ccccc2)c2ccccc2)CN(C)CC1,1168,2,13696
10601,13697,CN1CCC=C(C(O)(c2ccccc2)c2ccccc2)C1,2973,1,13697
10602,13699,CCCCCSCc1cccnc1,240,6,13686
10603,13700,CCCSCc1cccnc1,240,6,13686
10604,13702,C1=CCN(C2(c3ccccc3)CCCCC2)CC1,2972,1,13702
10605,13703,Cc1ccc(C(C)C)c(OCCN2CC=CCC2)c1,2971,1,13703
10606,13704,CCN(CC)CCNc1nc(N)c(C#N)c(C#N)c1C#N,2970,1,13704
10607,13705,CN(C)c1nc(N)c(C#N)c(C#N)c1C#N,1339,2,13705
10608,13706,CON(C)c1nc(N)c(C#N)c(C#N)c1C#N,1339,2,13705
10609,13707,COCCCNc1nc(N)c(C#N)c(C#N)c1C#N,2969,1,13707
10610,13708,N#Cc1c(N)nc(Nc2cccc3ccccc23)c(C#N)c1C#N,2968,1,13708
10611,13709,OCC(c1cc(C(CO)(C(F)(F)F)C(F)(F)F)nc(C(CO)(C(F)(F)F)C(F)(F)F)c1)(C(F)(F)F)C(F)(F)F,1338,2,13684
10612,13712,C=CCCCCCCCCC(=O)NC[n+]1ccccc1,1304,2,13712
10613,13713,Cc1nccc2c1[nH]c1ccc(N)cc12,2967,1,13713
10614,13714,Cc1nccc2c1[nH]c1c(N)cccc12,2966,1,13714
10615,13716,Cc1nccc2c1[nH]c1c([N+](=O)[O-])cccc12,2965,1,13716
10616,13717,c1ccc(C2(N3CCCCC3)CCCCCC2)cc1,340,5,2014
10617,13718,O=C(N1CCCCC1)C1(c2ccccc2)CCCCC1,799,3,11865
10618,13719,O=C(N1CCCCC1)C1(c2ccccc2)CCCC1,799,3,11865
10619,13720,c1ccc(C2(CN3CCCCC3)CCCC2)cc1,464,4,13200
10620,13721,CNC(=O)OCCCN1CCCCC1(CN1CCCCC1)CN1CCCCC1,2964,1,13721
10621,13726,C[N+]1(C)CCC(CO)CC1,2963,1,13726
10622,13727,C[N+]1(CCOCC(c2ccccc2)c2ccccc2)CCCCC1,1337,2,8237
10623,13732,c1ccc(CSCc2cccnc2)cc1,798,2,11491
10624,13733,CCCCSCc1cccnc1,240,6,13686
10625,13738,CCCCN(CCCC)CCOc1ccnc(N)n1,513,4,13738
10626,13739,CCN(CC)CCOc1ccnc(N)n1,513,4,13738
10627,13740,CC(C)CN(CCOc1ccnc(N)n1)CC(C)C,513,4,13738
10628,13741,CN(C)CCOc1ccnc(N)n1,513,4,13738
10629,13742,CC[N+](C)(CC)CCNC(=O)C(O)(c1ccccc1)c1ccccc1,2962,1,13742
10630,13743,CCN(CC)CCN(C(=O)c1ccc(N)cc1)c1ccccc1,512,4,4045
10631,13744,Nc1ccc(C(=O)OCCCN2CCCCC2)cc1,797,2,4855
10632,13746,CC1CN(CCCc2ccc(COc3ccccc3)cc2)C(C)CN1,2961,1,13746
10633,13747,CN(C)C(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,97,9,463
10634,13750,CNC(=O)OC(COC)CN1CCN(c2ccccc2C)CC1,2960,1,13750
10635,13751,O=C(N1CCN(CCO)CC1)N1c2ccccc2Sc2ccccc21,200,7,6904
10636,13752,OCCN1CCN(c2cccc3c2CCCC3)CC1,2959,1,13752
10637,13753,CCCN1CCC(OC(c2ccccc2)c2ccccc2)C1,85,10,4002
10638,13754,c1ccc(OCc2ccc(CCCN3CCCC3)cc2)cc1,91,10,5625
10639,13755,CCN1CCN(CCN2c3ccccc3Sc3ccccc32)CC1,39,15,230
10640,13756,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccc(-c4ncco4)cc3)CSC12)c1csc(N)n1,235,5,114
10641,13757,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccc(-c4cnco4)cc3)CSC12)c1csc(N)n1,235,5,114
10642,13758,S=C(N/N=C/c1ccc2c(c1)OCO2)NN1CCN(NC(=S)N/N=C/c2ccc3c(c2)OCO3)CC1,2958,1,13758
10643,13759,c1cc2c(cc1CNC1=NCCO1)OCO2,2957,1,13759
10644,13760,CN(C)c1ccc2nc(CC(O)(C(F)(F)F)C(F)(F)F)ccc2c1,2956,1,13760
10645,13761,Cc1ccc2c(c1)CCCN2C,2955,1,13761
10646,13764,Nc1cnc(Nc2cccc3ccccc23)o1,2954,1,13764
10647,13765,Brc1ccc2ccccc2c1NC1=NCCN1,1335,2,13765
10648,13766,Brc1ccc(NC2=NCCN2)c2ccccc12,1336,2,13036
10649,13767,Clc1ccc(NC2=NCCCS2)c2ccccc12,2953,1,13767
10650,13768,Brc1cc(Br)c2ccccc2c1NC1=NCCN1,1335,2,13765
10651,13769,Brc1ccc2c(c1NC1=NCCN1)CCCC2,1334,2,13035
10652,13770,c1cc2c(c(NC3=NCCCO3)c1)CCCC2,1333,2,11949
10653,13771,c1cc2c(c(NC3=NCCCS3)c1)CCCC2,2952,1,13771
10654,13772,CCC1COC(Nc2cccc3c2CCCC3)=N1,1331,2,13772
10655,13773,CN1CCOC1=Nc1cccc2c1CCCC2,1332,2,13436
10656,13774,CN(C1=NCCO1)c1cccc2c1CCCC2,2951,1,13774
10657,13775,CC1COC(Nc2cccc3c2CCCC3)=N1,1331,2,13772
10658,13778,c1cc2c(cc1NC1=NCCO1)CCCC2,2950,1,13778
10659,13779,Cc1cc2c(c(NC3=NCCO3)c1C)CCCC2,788,3,5924
10660,13780,CCOC(=O)NC1CN2CCC1CC2,2949,1,13780
10661,13781,CC1=NCCC1(c1ccccc1)c1ccccc1,2948,1,13781
10662,13782,CN1C=C(COC(=O)C(O)(c2ccccc2)c2ccccc2)CC1,2947,1,13782
10663,13783,COc1ccc(Cn2ccn3cc(-c4ccc(Cl)cc4)cc23)cc1,374,5,7376
10664,13784,C=C(Br)CNS(C)(=O)=O,2946,1,13784
10665,13785,CS(=O)(=O)NC1CCC(CC2CCCCC2)CC1,2945,1,13785
10666,13786,Cc1cc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(C)cc1[P+](c1ccccc1)(c1ccccc1)c1ccccc1,2944,1,13786
10667,13787,CP1CCC(O)(c2ccccc2)CC1,2943,1,13787
10668,13789,CCN(CC)C(Cc1ccccc1)Cc1ccccc1,2942,1,13789
10669,13791,N#CC(C#N)C1CN2CCC1CC2,2941,1,13791
10670,13794,OC1C2CCN(CC2)C1CNC12CC3CC(CC(C3)C1)C2,2940,1,13794
10671,13799,OC1C2CCN(CC2)C1CNC1(c2ccccc2)CCCCC1,2939,1,13799
10672,13801,O=C1C2CCN(CC2)C1CNC1(c2ccccc2)CCCCC1,2938,1,13801
10673,13802,O=C(O)c1cc(O)c(Cl)c(O)c1,2937,1,13802
10674,13804,Nc1ccc(C(=O)OCCCN2CCCCC2)c(O)c1,88,10,12629
10675,13805,CCCCNc1ccc(C(=O)OCCN(CC)CC)c(O)c1,23,17,4426
10676,13806,CCCCNc1ccc(C(=O)OCCCN2CCCCC2)c(O)c1,38,14,4427
10677,13807,O=C(CCCCCCCCC(=O)NC1CC1c1ccccc1)NC1CC1c1ccccc1,2936,1,13807
10678,13808,O=CNNC(=O)Nc1ccc(Cl)cc1,2935,1,13808
10679,13809,CCN(CC)c1ccc(NC(=S)NN)cc1,2934,1,13809
10680,13810,COC(=O)c1ccccc1NC(=S)NN(C)C,2933,1,13810
10681,13811,CSc1ccc(NC(=S)NN(C)C)cc1,2932,1,13811
10682,13812,O=CNNC(=O)Nc1cccc2ccccc12,2931,1,13812
10683,13814,C[N+]1(C)CC=C(N2CCCCC2)CC1,1163,2,13814
10684,13815,N=c1nn[nH]n1C(=O)NCCCl,2930,1,13815
10685,13817,CCN(CC)CCCOC(=O)c1ccc(N)cc1O,126,3,12019
10686,13818,CCCCCCCCCCCC(=O)NCc1ccc(Cl)cc1,125,8,12000
10687,13819,CCCCCCCCCCCC(=O)NCc1ccc(Cl)c(Cl)c1,125,8,12000
10688,13820,CCCCCCCCCCCC(=O)NCc1ccc(C)c(C)c1,125,8,12000
10689,13821,CC(C)(C)NC(=O)CCC(CC(=O)NC(C)(C)C)OCc1ccccc1,2929,1,13821
10690,13822,CC(C)(C)N(C(=O)CC(CCC(N)=O)C1CCCCC1[N+](=O)[O-])C(C)(C)C,2928,1,13822
10691,13823,CN(C)C(CCCC(=O)NC(C)(C)C)C(=O)NC(C)(C)C,2927,1,13823
10692,13824,CCCOC(CCC(N)=O)CC(=O)N(C(C)(C)C)C(C)(C)C,2926,1,13824
10693,13825,N#CCCC(CC#N)N1CCN(C(CC#N)CCC#N)CC1,2925,1,13825
10694,13826,Cc1ccccc1N1CCN(CCc2ccc(O)c(O)c2)CC1,2924,1,13826
10695,13827,Cn1c(CC(O)(C(F)(F)F)C(F)(F)F)ccc1CC(O)(C(F)(F)F)C(F)(F)F,1329,2,13827
10696,13828,CCN(CC)CCOCCn1c(C)ccc1C,1330,2,13828
10697,13829,Cc1ccc(C)n1CCOCCN(C)C,1330,2,13828
10698,13830,Cc1ccc(-c2ccccc2)n1CCCN(C)C,2923,1,13830
10699,13831,Cc1ccc(CC(O)(C(F)(F)F)C(F)(F)F)n1C,1329,2,13827
10700,13832,Clc1ccc(C(OC2CCN(Cc3ccccc3)C2)c2ccccc2)cc1,85,10,4002
10701,13835,NCCCC(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2N)C(OC2OC(CO)C(O)C2O)C1O,1328,1,13835
10702,13836,C=C(Br)CSC#N,2922,1,13836
10703,13837,N#CSCC=CBr,2921,1,13837
10704,13838,N#CSCC(Br)=CBr,2920,1,13838
10705,13839,N#CSCCN1C(=O)c2c(c3ccc2o3)C1=O,2919,1,13839
10706,13843,C=C(C)C(O)(C(=O)OC1CCN(C)CC1)c1cccs1,462,3,13131
10707,13845,CC#CC(O)(C(=O)OC1CCN(C)CC1)c1cccs1,2918,1,13845
10708,13852,Cc1nnc(NC2=NCCO2)s1,2917,1,13852
10709,13855,CCCCN1CCC(OC(c2ccccc2)c2ccccc2)C1,85,10,4002
10710,13857,CCN(CC)C(=O)N1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,41,14,1859
10711,13858,CCN(CC)C(=O)N1CN(c2ccccc2)C2(CCN(CCCC3(c4ccc(F)cc4)OCCO3)CC2)C1=O,172,7,8444
10712,13859,C#CCCCN1CCC2(CC1)C(=O)N(C(=O)N(C)C)CN2c1ccccc1,73,9,13355
10713,13861,CN1C(=O)N(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,41,14,1859
10714,13862,CC(C)N1C(=O)N(C(C)C)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,239,5,2687
10715,13863,CN1C(=O)N(C)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,239,5,2687
10716,13864,CN1C(=O)N(C)C2(CCN(CCCC3(c4ccc(F)cc4)OCCO3)CC2)C1=O,2916,1,13864
10717,13865,CC(C)N1C(=O)N(C)C(=O)C12CCN(CCCC(=O)c1ccc(F)cc1)CC2,239,5,2687
10718,13866,C=CCN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,41,14,1859
10719,13871,CN1CN(c2ccccc2)C2(CCN(CCc3cc4ccccc4o3)CC2)C1=O,2915,1,13871
10720,13872,CN1CN(c2ccccc2)C2(CCN(Cc3nc4ccccc4s3)CC2)C1=O,2914,1,13872
10721,13873,CN1CN(c2ccccc2)C2(CCN(CCc3csc4ccccc34)CC2)C1=O,1327,2,13873
10722,13874,CN1CN(c2ccccc2)C2(CCN(Cc3csc4ccccc34)CC2)C1=O,1327,2,13873
10723,13875,CN1CN(c2ccccc2)C2(CCN(c3nc4ccccc4o3)CC2)C1=O,2913,1,13875
10724,13877,CN1CN(c2ccccc2)C2(CCN(Cc3nc4ccc(Cl)cc4[nH]3)CC2)C1=O,2912,1,13877
