Butina_clusters,cluster_size,cluster_center_ligand_id
1882,2,4315
1883,1,4309
1884,1,4299
1885,2,3728
1886,2,3412
1887,2,4248
1888,1,4223
1889,2,4194
1890,1,4161
1891,2,1454
1892,2,3971
1893,2,4145
1894,2,761
1895,2,462
1896,2,3820
1897,2,704
1898,1,4112
1899,2,1113
1900,1,4064
1901,2,2832
1902,2,782
1903,1,3951
1904,1,3946
1905,2,1
1906,2,3928
1907,2,3917
1908,2,1584
1909,2,3731
1910,2,3838
1911,2,2281
1912,2,1125
1913,2,709
1914,2,1785
1915,2,3725
1916,1,3736
1917,2,540
1918,2,3691
1919,2,3135
1920,1,3677
1921,2,1126
1922,2,1099
1923,2,882
1924,2,2454
1925,1,3559
1926,1,3557
1927,2,1327
1928,2,128
1929,2,3389
1930,1,3529
1931,2,2889
1932,2,3505
1933,2,1653
1934,2,674
1935,2,2773
1936,2,2721
1937,2,1988
1938,1,3385
1939,2,757
1940,2,1504
1941,2,3335
1942,1,3324
1943,2,1741
1944,1,3262
1945,2,3249
1946,2,2305
1947,1,3209
1948,2,603
1949,2,1983
1950,1,3171
1951,1,3137
1952,1,3136
1953,2,1729
1954,2,1853
1955,1,3119
1956,2,3086
1957,2,3084
1958,2,3044
1959,1,3042
1960,1,3040
1961,1,3021
1962,2,2413
1963,1,3010
1964,1,3006
1965,2,1618
1966,1,2989
1967,1,2980
1968,2,987
1969,1,2871
1970,2,2793
1971,2,2073
1972,1,2796
1973,2,2569
1974,2,2695
1975,2,1583
1976,2,1006
1977,1,2680
1978,2,1827
1979,2,2591
1980,2,2593
1981,2,1340
1982,2,2548
1983,2,1345
1984,2,1160
1985,2,2449
1986,2,669
1987,2,937
1988,2,510
1989,1,2477
1990,2,2397
1991,2,2396
1992,2,2394
1993,2,50
1994,2,793
1995,1,2409
1996,1,2381
1997,1,2380
1998,2,1562
1999,2,2040
2000,1,2279
2001,2,2260
2002,2,2255
2003,2,1751
2004,1,2208
2005,1,2186
2006,1,2180
2007,2,2125
2008,2,2085
2009,2,33
2010,2,1846
2011,2,1933
2012,2,1918
2013,1,1901
2014,1,1855
2015,2,1492
2016,1,1779
2017,1,1774
2018,1,1767
2019,2,1762
2020,2,1709
2021,1,1698
2022,2,1352
2023,2,1686
2024,1,1685
2025,2,1333
2026,2,1460
2027,2,1643
2028,2,1607
2029,2,284
2030,2,440
2031,2,620
2032,1,1537
2033,2,1446
2034,2,1371
2035,2,1470
2036,1,1433
2037,1,1428
2038,1,1427
2039,1,1417
2040,2,1362
2041,1,1337
2042,2,486
2043,2,1139
2044,2,1316
2045,1,1290
2046,2,469
2047,2,383
2048,2,1258
2049,1,1221
2050,2,1142
2051,2,893
2052,2,379
2053,2,1143
2054,2,1075
2055,2,3
2056,2,929
2057,1,1074
2058,1,1020
2059,2,62
2060,2,234
2061,2,944
2062,1,896
2063,2,18
2064,1,756
2065,2,98
2066,2,402
2067,1,694
2068,2,605
2069,1,677
2070,1,607
2071,2,579
2072,2,72
2073,2,14
2074,2,118
2075,2,163
2076,1,299
2077,2,109
2078,2,15
2079,1,240
2080,1,237
2081,1,231
2082,1,200
2083,2,78
2084,1,22
2085,1,12
2086,1,16498
2087,1,16496
2088,1,16490
2089,1,16483
2090,1,16477
2091,1,16468
2092,1,16465
2093,1,16462
2094,1,16459
2095,1,16449
2096,1,16448
2097,1,16445
2098,1,16443
2099,1,16440
2100,1,16437
2101,1,16435
2102,1,16434
2103,1,16431
2104,1,16427
2105,1,16425
2106,1,16424
2107,1,16422
2108,1,16418
2109,1,16417
2110,1,16416
2111,1,16414
2112,1,16413
2113,1,16412
2114,1,16410
2115,1,16408
2116,1,16405
2117,1,16404
2118,1,16403
2119,1,16402
2120,1,16399
2121,1,16397
2122,1,16395
2123,1,16393
2124,1,16388
2125,1,16387
2126,1,16385
2127,1,16374
2128,1,16352
2129,1,16347
2130,1,16342
2131,1,16338
2132,1,16334
2133,1,16333
2134,1,16329
2135,1,16319
2136,1,16318
2137,1,16317
2138,1,16308
2139,1,16304
2140,1,16302
2141,1,16286
2142,1,16282
2143,1,16276
2144,1,16275
2145,1,16270
2146,1,16268
2147,1,16267
2148,1,16266
2149,1,16258
2150,1,16256
2151,1,16251
2152,1,16248
2153,1,16239
2154,1,16237
2155,1,16236
2156,1,16233
2157,1,16227
2158,1,16224
2159,1,16219
2160,1,16218
2161,1,16209
2162,1,16196
2163,1,16178
2164,1,16175
2165,1,16169
2166,1,16168
2167,1,16166
2168,1,16165
2169,1,16164
2170,1,16163
2171,1,16155
2172,1,16153
2173,1,16149
2174,1,16148
2175,1,16147
2176,1,16146
2177,1,16144
2178,1,16141
2179,1,16139
2180,1,16137
2181,1,16132
2182,1,16130
2183,1,16129
2184,1,16128
2185,1,16127
2186,1,16114
2187,1,16113
2188,1,16109
2189,1,16099
2190,1,16098
2191,1,16093
2192,1,16090
2193,1,16089
2194,1,16085
2195,1,16083
2196,1,16082
2197,1,16079
2198,1,16077
2199,1,16076
2200,1,16075
2201,1,16070
2202,1,16059
2203,1,16050
2204,1,16043
2205,1,16031
2206,1,16027
2207,1,16026
2208,1,16023
2209,1,16013
2210,1,15980
2211,1,15979
2212,1,15963
2213,1,15961
2214,1,15953
2215,1,15944
2216,1,15943
2217,1,15942
2218,1,15934
2219,1,15933
2220,1,15923
2221,1,15922
2222,1,15921
2223,1,15918
2224,1,15911
2225,1,15909
2226,1,15908
2227,1,15902
2228,1,15900
2229,1,15899
2230,1,15898
2231,1,15896
2232,1,15895
2233,1,15894
2234,1,15892
2235,1,15889
2236,1,15870
2237,1,15868
2238,1,15867
2239,1,15866
2240,1,15863
2241,1,15860
2242,1,15859
2243,1,15852
2244,1,15851
2245,1,15850
2246,1,15849
2247,1,15848
2248,1,15832
2249,1,15830
2250,1,15828
2251,1,15812
2252,1,15795
2253,1,15791
2254,1,15790
2255,1,15772
2256,1,15768
2257,1,15767
2258,1,15766
2259,1,15765
2260,1,15764
2261,1,15761
2262,1,15758
2263,1,15750
2264,1,15749
2265,1,15748
2266,1,15746
2267,1,15744
2268,1,15741
2269,1,15724
2270,1,15720
2271,1,15718
2272,1,15717
2273,1,15716
2274,1,15715
2275,1,15714
2276,1,15710
2277,1,15705
2278,1,15704
2279,1,15703
2280,1,15702
2281,1,15701
2282,1,15699
2283,1,15698
2284,1,15697
2285,1,15694
2286,1,15693
2287,1,15685
2288,1,15683
2289,1,15662
2290,1,15661
2291,1,15658
2292,1,15654
2293,1,15650
2294,1,15649
2295,1,15648
2296,1,15645
2297,1,15644
2298,1,15643
2299,1,15642
2300,1,15639
2301,1,15638
2302,1,15637
2303,1,15632
2304,1,15630
2305,1,15629
2306,1,15628
2307,1,15626
2308,1,15625
2309,1,15624
2310,1,15620
2311,1,15619
2312,1,15618
2313,1,15616
2314,1,15614
2315,1,15613
2316,1,15612
2317,1,15611
2318,1,15610
2319,1,15609
2320,1,15583
2321,1,15577
2322,1,15571
2323,1,15569
2324,1,15566
2325,1,15548
2326,1,15547
2327,1,15545
2328,1,15539
2329,1,15538
2330,1,15537
2331,1,15515
2332,1,15513
2333,1,15510
2334,1,15509
2335,1,15507
2336,1,15506
2337,1,15505
2338,1,15502
2339,1,15500
2340,1,15499
2341,1,15498
2342,1,15495
2343,1,15494
2344,1,15493
2345,1,15491
2346,1,15488
2347,1,15483
2348,1,15480
2349,1,15476
2350,1,15470
2351,1,15469
2352,1,15466
2353,1,15461
2354,1,15460
2355,1,15459
2356,1,15458
2357,1,15457
2358,1,15455
2359,1,15454
2360,1,15453
2361,1,15450
2362,1,15449
2363,1,15446
2364,1,15445
2365,1,15443
2366,1,15442
2367,1,15437
2368,1,15436
2369,1,15435
2370,1,15434
2371,1,15433
2372,1,15431
2373,1,15430
2374,1,15428
2375,1,15425
2376,1,15424
2377,1,15423
2378,1,15418
2379,1,15417
2380,1,15415
2381,1,15414
2382,1,15413
2383,1,15412
2384,1,15410
2385,1,15409
2386,1,15405
2387,1,15404
2388,1,15401
2389,1,15385
2390,1,15384
2391,1,15383
2392,1,15376
2393,1,15375
2394,1,15374
2395,1,15373
2396,1,15371
2397,1,15370
2398,1,15369
2399,1,15368
2400,1,15367
2401,1,15364
2402,1,15363
2403,1,15361
2404,1,15358
2405,1,15354
2406,1,15349
2407,1,15346
2408,1,15345
2409,1,15344
2410,1,15343
2411,1,15340
2412,1,15336
2413,1,15334
2414,1,15332
2415,1,15331
2416,1,15329
2417,1,15328
2418,1,15327
2419,1,15326
2420,1,15325
2421,1,15324
2422,1,15320
2423,1,15319
2424,1,15318
2425,1,15315
2426,1,15314
2427,1,15312
2428,1,15311
2429,1,15310
2430,1,15309
2431,1,15306
2432,1,15305
2433,1,15304
2434,1,15302
2435,1,15297
2436,1,15295
2437,1,15294
2438,1,15293
2439,1,15289
2440,1,15287
2441,1,15283
2442,1,15281
2443,1,15280
2444,1,15279
2445,1,15278
2446,1,15277
2447,1,15273
2448,1,15272
2449,1,15270
2450,1,15269
2451,1,15268
2452,1,15267
2453,1,15266
2454,1,15263
2455,1,15254
2456,1,15253
2457,1,15250
2458,1,15248
2459,1,15247
2460,1,15242
2461,1,15240
2462,1,15239
2463,1,15238
2464,1,15237
2465,1,15236
2466,1,15233
2467,1,15232
2468,1,15231
2469,1,15223
2470,1,15222
2471,1,15221
2472,1,15214
2473,1,15211
2474,1,15210
2475,1,15206
2476,1,15205
2477,1,15204
2478,1,15202
2479,1,15200
2480,1,15199
2481,1,15198
2482,1,15197
2483,1,15195
2484,1,15193
2485,1,15191
2486,1,15188
2487,1,15187
2488,1,15183
2489,1,15182
2490,1,15181
2491,1,15180
2492,1,15177
2493,1,15176
2494,1,15174
2495,1,15171
2496,1,15170
2497,1,15169
2498,1,15168
2499,1,15167
2500,1,15164
2501,1,15163
2502,1,15161
2503,1,15160
2504,1,15159
2505,1,15155
2506,1,15154
2507,1,15150
2508,1,15149
2509,1,15145
2510,1,15142
2511,1,15141
2512,1,15140
2513,1,15139
2514,1,15138
2515,1,15136
2516,1,15134
2517,1,15132
2518,1,15131
2519,1,15129
2520,1,15116
2521,1,15113
2522,1,15111
2523,1,15109
2524,1,15105
2525,1,15102
2526,1,15101
2527,1,15090
2528,1,15089
2529,1,15088
2530,1,15087
2531,1,15077
2532,1,15076
2533,1,15074
2534,1,15073
2535,1,15071
2536,1,15070
2537,1,15069
2538,1,15068
2539,1,15062
2540,1,15061
2541,1,15060
2542,1,15059
2543,1,15058
2544,1,15056
2545,1,15053
2546,1,15051
2547,1,15050
2548,1,15047
2549,1,15045
2550,1,15044
2551,1,15043
2552,1,15042
2553,1,15041
2554,1,15040
2555,1,15039
2556,1,15038
2557,1,15037
2558,1,15036
2559,1,15035
2560,1,15032
2561,1,15031
2562,1,15030
2563,1,15029
2564,1,15028
2565,1,15027
2566,1,15026
2567,1,15025
2568,1,15022
2569,1,15021
2570,1,15020
2571,1,15019
2572,1,15018
2573,1,15015
2574,1,15010
2575,1,15008
2576,1,15006
2577,1,15005
2578,1,15003
2579,1,15002
2580,1,14990
2581,1,14989
2582,1,14987
2583,1,14978
2584,1,14965
2585,1,14964
2586,1,14902
2587,1,14901
2588,1,14895
2589,1,14892
2590,1,14887
2591,1,14886
2592,1,14884
2593,1,14877
2594,1,14872
2595,1,14870
2596,1,14866
2597,1,14842
2598,1,14841
2599,1,14838
2600,1,14836
2601,1,14827
2602,1,14824
2603,1,14823
2604,1,14822
2605,1,14817
2606,1,14816
2607,1,14812
2608,1,14799
2609,1,14796
2610,1,14795
2611,1,14794
2612,1,14775
2613,1,14763
2614,1,14757
2615,1,14744
2616,1,14731
2617,1,14730
2618,1,14729
2619,1,14726
2620,1,14725
2621,1,14724
2622,1,14702
2623,1,14698
2624,1,14696
2625,1,14695
2626,1,14694
2627,1,14693
2628,1,14692
2629,1,14691
2630,1,14686
2631,1,14676
2632,1,14674
2633,1,14673
2634,1,14671
2635,1,14670
2636,1,14663
2637,1,14662
2638,1,14646
2639,1,14644
2640,1,14641
2641,1,14637
2642,1,14636
2643,1,14634
2644,1,14631
2645,1,14630
2646,1,14624
2647,1,14609
2648,1,14605
2649,1,14604
2650,1,14601
2651,1,14600
2652,1,14596
2653,1,14593
2654,1,14589
2655,1,14588
2656,1,14586
2657,1,14585
2658,1,14578
2659,1,14577
2660,1,14576
2661,1,14575
2662,1,14568
2663,1,14567
2664,1,14566
2665,1,14561
2666,1,14556
2667,1,14555
2668,1,14553
2669,1,14549
2670,1,14548
2671,1,14541
2672,1,14536
2673,1,14535
2674,1,14534
2675,1,14533
2676,1,14532
2677,1,14531
2678,1,14530
2679,1,14528
2680,1,14524
2681,1,14523
2682,1,14501
2683,1,14500
2684,1,14499
2685,1,14498
2686,1,14497
2687,1,14494
2688,1,14489
2689,1,14483
2690,1,14476
2691,1,14475
2692,1,14472
2693,1,14471
2694,1,14469
2695,1,14467
2696,1,14464
2697,1,14463
2698,1,14462
2699,1,14457
2700,1,14456
2701,1,14453
2702,1,14452
2703,1,14449
2704,1,14448
2705,1,14443
2706,1,14442
2707,1,14436
2708,1,14435
2709,1,14434
2710,1,14432
2711,1,14428
2712,1,14423
2713,1,14422
2714,1,14418
2715,1,14416
2716,1,14407
2717,1,14406
2718,1,14403
2719,1,14402
2720,1,14401
2721,1,14389
2722,1,14385
2723,1,14383
2724,1,14382
2725,1,14380
2726,1,14376
2727,1,14367
2728,1,14352
2729,1,14346
2730,1,14344
2731,1,14343
2732,1,14335
2733,1,14333
2734,1,14331
2735,1,14328
2736,1,14327
2737,1,14325
2738,1,14321
2739,1,14317
2740,1,14316
2741,1,14315
2742,1,14314
2743,1,14313
2744,1,14309
2745,1,14301
2746,1,14294
2747,1,14293
2748,1,14292
2749,1,14290
2750,1,14289
2751,1,14287
2752,1,14285
2753,1,14281
2754,1,14277
2755,1,14273
2756,1,14272
2757,1,14269
2758,1,14268
2759,1,14267
2760,1,14265
2761,1,14261
2762,1,14260
2763,1,14259
2764,1,14254
2765,1,14251
2766,1,14250
2767,1,14249
2768,1,14247
2769,1,14246
2770,1,14242
2771,1,14241
2772,1,14240
2773,1,14239
2774,1,14238
2775,1,14235
2776,1,14233
2777,1,14231
2778,1,14227
2779,1,14226
2780,1,14225
2781,1,14221
2782,1,14220
2783,1,14219
2784,1,14216
2785,1,14215
2786,1,14208
2787,1,14204
2788,1,14203
2789,1,14202
2790,1,14195
2791,1,14194
2792,1,14193
2793,1,14192
2794,1,14191
2795,1,14190
2796,1,14189
2797,1,14188
2798,1,14187
2799,1,14186
2800,1,14185
2801,1,14183
2802,1,14180
2803,1,14179
2804,1,14174
2805,1,14173
2806,1,14167
2807,1,14163
2808,1,14160
2809,1,14159
2810,1,14157
2811,1,14154
2812,1,14153
2813,1,14152
2814,1,14147
2815,1,14146
2816,1,14141
2817,1,14139
2818,1,14135
2819,1,14124
2820,1,14122
2821,1,14121
2822,1,14120
2823,1,14119
2824,1,14118
2825,1,14117
2826,1,14116
2827,1,14115
2828,1,14114
2829,1,14113
2830,1,14111
2831,1,14110
2832,1,14107
2833,1,14106
2834,1,14105
2835,1,14104
2836,1,14103
2837,1,14102
2838,1,14101
2839,1,14097
2840,1,14096
2841,1,14094
2842,1,14093
2843,1,14092
2844,1,14091
2845,1,14089
2846,1,14088
2847,1,14085
2848,1,14083
2849,1,14082
2850,1,14076
2851,1,14040
2852,1,14038
2853,1,14037
2854,1,14036
2855,1,14035
2856,1,14030
2857,1,14029
2858,1,14010
2859,1,14006
2860,1,14004
2861,1,14001
2862,1,13994
2863,1,13993
2864,1,13990
2865,1,13987
2866,1,13986
2867,1,13981
2868,1,13978
2869,1,13977
2870,1,13975
2871,1,13974
2872,1,13973
2873,1,13970
2874,1,13969
2875,1,13968
2876,1,13966
2877,1,13961
2878,1,13960
2879,1,13954
2880,1,13952
2881,1,13951
2882,1,13949
2883,1,13948
2884,1,13947
2885,1,13946
2886,1,13945
2887,1,13944
2888,1,13942
2889,1,13940
2890,1,13939
2891,1,13937
2892,1,13934
2893,1,13931
2894,1,13922
2895,1,13919
2896,1,13911
2897,1,13910
2898,1,13909
2899,1,13908
2900,1,13905
2901,1,13904
2902,1,13903
2903,1,13895
2904,1,13894
2905,1,13893
2906,1,13892
2907,1,13891
2908,1,13890
2909,1,13889
2910,1,13887
2911,1,13886
2912,1,13877
2913,1,13875
2914,1,13872
2915,1,13871
2916,1,13864
2917,1,13852
2918,1,13845
2919,1,13839
2920,1,13838
2921,1,13837
2922,1,13836
2923,1,13830
2924,1,13826
2925,1,13825
2926,1,13824
2927,1,13823
2928,1,13822
2929,1,13821
2930,1,13815
2931,1,13812
2932,1,13811
2933,1,13810
2934,1,13809
2935,1,13808
2936,1,13807
2937,1,13802
2938,1,13801
2939,1,13799
2940,1,13794
2941,1,13791
2942,1,13789
2943,1,13787
2944,1,13786
2945,1,13785
2946,1,13784
2947,1,13782
2948,1,13781
2949,1,13780
2950,1,13778
2951,1,13774
2952,1,13771
2953,1,13767
2954,1,13764
2955,1,13761
2956,1,13760
2957,1,13759
2958,1,13758
2959,1,13752
2960,1,13750
2961,1,13746
2962,1,13742
2963,1,13726
2964,1,13721
2965,1,13716
2966,1,13714
2967,1,13713
2968,1,13708
2969,1,13707
2970,1,13704
2971,1,13703
2972,1,13702
2973,1,13697
2974,1,13694
2975,1,13682
2976,1,13681
2977,1,13680
2978,1,13679
2979,1,13676
2980,1,13667
2981,1,13662
2982,1,13645
2983,1,13619
2984,1,13617
2985,1,13616
2986,1,13613
2987,1,13612
2988,1,13611
2989,1,13609
2990,1,13604
2991,1,13601
2992,1,13597
2993,1,13589
2994,1,13582
2995,1,13580
2996,1,13578
2997,1,13577
2998,1,13572
2999,1,13565
3000,1,13563
3001,1,13558
3002,1,13557
3003,1,13551
3004,1,13550
3005,1,13540
3006,1,13537
3007,1,13536
3008,1,13526
3009,1,13516
3010,1,13515
3011,1,13511
3012,1,13502
3013,1,13499
3014,1,13487
3015,1,13486
3016,1,13483
3017,1,13481
3018,1,13458
3019,1,13454
3020,1,13453
3021,1,13451
3022,1,13449
3023,1,13448
3024,1,13447
3025,1,13444
3026,1,13442
3027,1,13416
3028,1,13415
3029,1,13407
3030,1,13406
3031,1,13404
3032,1,13397
3033,1,13396
3034,1,13389
3035,1,13388
3036,1,13387
3037,1,13381
3038,1,13380
3039,1,13377
3040,1,13374
3041,1,13372
3042,1,13371
3043,1,13367
3044,1,13364
3045,1,13362
3046,1,13361
3047,1,13358
3048,1,13357
3049,1,13356
3050,1,13352
3051,1,13351
3052,1,13350
3053,1,13349
3054,1,13343
3055,1,13342
3056,1,13339
3057,1,13337
3058,1,13336
3059,1,13335
3060,1,13334
3061,1,13333
3062,1,13332
3063,1,13325
3064,1,13324
3065,1,13316
3066,1,13312
3067,1,13310
3068,1,13309
3069,1,13308
3070,1,13307
3071,1,13305
3072,1,13304
3073,1,13303
3074,1,13301
3075,1,13297
3076,1,13295
3077,1,13293
3078,1,13288
3079,1,13285
3080,1,13282
3081,1,13255
3082,1,13249
3083,1,13247
3084,1,13244
3085,1,13239
3086,1,13238
3087,1,13237
3088,1,13227
3089,1,13226
3090,1,13224
3091,1,13222
3092,1,13220
3093,1,13206
3094,1,13192
3095,1,13191
3096,1,13180
3097,1,13175
3098,1,13174
3099,1,13173
3100,1,13172
3101,1,13170
3102,1,13169
3103,1,13168
3104,1,13164
3105,1,13163
3106,1,13162
3107,1,13161
3108,1,13160
3109,1,13159
3110,1,13139
3111,1,13135
3112,1,13117
3113,1,13116
3114,1,13115
3115,1,13114
3116,1,13111
3117,1,13109
3118,1,13108
3119,1,13107
3120,1,13104
3121,1,13103
3122,1,13102
3123,1,13101
3124,1,13100
3125,1,13098
3126,1,13097
3127,1,13095
3128,1,13094
3129,1,13093
3130,1,13092
3131,1,13069
3132,1,13067
3133,1,13064
3134,1,13062
3135,1,13061
3136,1,13058
3137,1,13056
3138,1,13055
3139,1,13053
3140,1,13050
3141,1,13047
3142,1,13044
3143,1,13043
3144,1,13042
3145,1,13040
3146,1,13037
3147,1,13031
3148,1,13030
3149,1,13029
3150,1,13028
3151,1,13026
3152,1,13023
3153,1,13022
3154,1,13021
3155,1,13019
3156,1,13000
3157,1,12997
3158,1,12996
3159,1,12993
3160,1,12989
3161,1,12988
3162,1,12986
3163,1,12985
3164,1,12984
3165,1,12981
3166,1,12980
3167,1,12979
3168,1,12978
3169,1,12977
3170,1,12976
3171,1,12974
3172,1,12971
3173,1,12970
3174,1,12956
3175,1,12955
3176,1,12952
3177,1,12951
3178,1,12948
3179,1,12944
3180,1,12942
3181,1,12941
3182,1,12936
3183,1,12935
3184,1,12933
3185,1,12930
3186,1,12929
3187,1,12927
3188,1,12926
3189,1,12925
3190,1,12922
3191,1,12921
3192,1,12920
3193,1,12919
3194,1,12918
3195,1,12917
3196,1,12916
3197,1,12915
3198,1,12914
3199,1,12913
3200,1,12911
3201,1,12910
3202,1,12909
3203,1,12908
3204,1,12907
3205,1,12906
3206,1,12904
3207,1,12903
3208,1,12901
3209,1,12899
3210,1,12898
3211,1,12897
3212,1,12896
3213,1,12895
3214,1,12894
3215,1,12892
3216,1,12889
3217,1,12888
3218,1,12887
3219,1,12886
3220,1,12885
3221,1,12884
3222,1,12883
3223,1,12882
3224,1,12881
3225,1,12880
3226,1,12868
3227,1,12867
3228,1,12862
3229,1,12858
3230,1,12856
3231,1,12847
3232,1,12846
3233,1,12845
3234,1,12843
3235,1,12840
3236,1,12836
3237,1,12834
3238,1,12833
3239,1,12828
3240,1,12825
3241,1,12820
3242,1,12818
3243,1,12816
3244,1,12815
3245,1,12814
3246,1,12808
3247,1,12807
3248,1,12806
3249,1,12803
3250,1,12799
3251,1,12796
3252,1,12795
3253,1,12785
3254,1,12784
3255,1,12783
3256,1,12781
3257,1,12780
3258,1,12768
3259,1,12763
3260,1,12750
3261,1,12749
3262,1,12748
3263,1,12743
3264,1,12742
3265,1,12740
3266,1,12739
3267,1,12737
3268,1,12728
3269,1,12726
3270,1,12723
3271,1,12722
3272,1,12721
3273,1,12720
3274,1,12719
3275,1,12714
3276,1,12713
3277,1,12712
3278,1,12699
3279,1,12698
3280,1,12697
3281,1,12696
3282,1,12695
3283,1,12694
3284,1,12692
3285,1,12690
3286,1,12689
3287,1,12685
3288,1,12682
3289,1,12681
3290,1,12680
3291,1,12679
3292,1,12677
3293,1,12670
3294,1,12669
3295,1,12667
3296,1,12666
3297,1,12664
3298,1,12662
3299,1,12652
3300,1,12649
3301,1,12648
3302,1,12646
3303,1,12645
3304,1,12644
3305,1,12625
3306,1,12624
3307,1,12623
3308,1,12622
3309,1,12620
3310,1,12617
3311,1,12615
3312,1,12612
3313,1,12610
3314,1,12607
3315,1,12605
3316,1,12602
3317,1,12597
3318,1,12594
3319,1,12590
3320,1,12589
3321,1,12588
3322,1,12587
3323,1,12586
3324,1,12585
3325,1,12582
3326,1,12580
3327,1,12578
3328,1,12577
3329,1,12576
3330,1,12574
3331,1,12571
3332,1,12569
3333,1,12566
3334,1,12565
3335,1,12561
3336,1,12560
3337,1,12559
3338,1,12558
3339,1,12557
3340,1,12555
3341,1,12547
3342,1,12544
3343,1,12540
3344,1,12539
3345,1,12538
3346,1,12537
3347,1,12533
3348,1,12527
3349,1,12526
3350,1,12524
3351,1,12523
3352,1,12517
3353,1,12516
3354,1,12515
3355,1,12513
3356,1,12511
3357,1,12501
3358,1,12497
3359,1,12496
3360,1,12495
3361,1,12494
3362,1,12486
3363,1,12481
3364,1,12475
3365,1,12473
3366,1,12471
3367,1,12470
3368,1,12469
3369,1,12465
3370,1,12464
3371,1,12463
3372,1,12461
3373,1,12458
3374,1,12452
3375,1,12448
3376,1,12445
3377,1,12444
3378,1,12434
3379,1,12431
3380,1,12429
3381,1,12428
3382,1,12421
3383,1,12402
3384,1,12395
3385,1,12393
3386,1,12386
3387,1,12356
3388,1,12350
3389,1,12341
3390,1,12340
3391,1,12316
3392,1,12315
3393,1,12314
3394,1,12313
3395,1,12312
3396,1,12311
3397,1,12310
3398,1,12305
3399,1,12304
3400,1,12300
3401,1,12297
3402,1,12295
3403,1,12291
3404,1,12281
3405,1,12265
3406,1,12264
3407,1,12258
3408,1,12257
3409,1,12256
3410,1,12231
3411,1,12230
3412,1,12229
3413,1,12218
3414,1,12216
3415,1,12214
3416,1,12213
3417,1,12211
3418,1,12210
3419,1,12208
3420,1,12190
3421,1,12178
3422,1,12177
3423,1,12174
3424,1,12173
3425,1,12172
3426,1,12170
3427,1,12168
3428,1,12151
3429,1,12137
3430,1,12136
3431,1,12135
3432,1,12130
3433,1,12116
3434,1,12113
3435,1,12109
3436,1,12107
3437,1,12106
3438,1,12105
3439,1,12104
3440,1,12103
3441,1,12102
3442,1,12101
3443,1,12098
3444,1,12097
3445,1,12095
3446,1,12088
3447,1,12083
3448,1,12071
3449,1,12067
3450,1,12066
3451,1,12063
3452,1,12062
3453,1,12058
3454,1,12052
3455,1,12051
3456,1,12050
3457,1,12045
3458,1,12042
3459,1,12025
3460,1,12022
3461,1,12018
3462,1,12002
3463,1,12001
3464,1,11999
3465,1,11995
3466,1,11990
3467,1,11988
3468,1,11975
3469,1,11968
3470,1,11964
3471,1,11948
3472,1,11943
3473,1,11941
3474,1,11935
3475,1,11933
3476,1,11931
3477,1,11928
3478,1,11925
3479,1,11921
3480,1,11919
3481,1,11914
3482,1,11913
3483,1,11910
3484,1,11909
3485,1,11902
3486,1,11890
3487,1,11889
3488,1,11860
3489,1,11849
3490,1,11846
3491,1,11818
3492,1,11817
3493,1,11813
3494,1,11812
3495,1,11810
3496,1,11809
3497,1,11808
3498,1,11807
3499,1,11806
3500,1,11804
3501,1,11796
3502,1,11778
3503,1,11775
3504,1,11774
3505,1,11771
3506,1,11760
3507,1,11759
3508,1,11758
3509,1,11756
3510,1,11755
3511,1,11753
3512,1,11751
3513,1,11736
3514,1,11735
3515,1,11728
3516,1,11716
3517,1,11713
3518,1,11712
3519,1,11711
3520,1,11708
3521,1,11706
3522,1,11704
3523,1,11702
3524,1,11701
3525,1,11700
3526,1,11699
3527,1,11697
3528,1,11696
3529,1,11656
3530,1,11649
3531,1,11646
3532,1,11644
3533,1,11643
3534,1,11639
3535,1,11638
3536,1,11637
3537,1,11630
3538,1,11629
3539,1,11627
3540,1,11626
3541,1,11625
3542,1,11624
3543,1,11614
3544,1,11606
3545,1,11604
3546,1,11598
3547,1,11588
3548,1,11587
3549,1,11586
3550,1,11585
3551,1,11584
3552,1,11583
3553,1,11582
3554,1,11581
3555,1,11580
3556,1,11569
3557,1,11568
3558,1,11566
3559,1,11565
3560,1,11564
3561,1,11562
3562,1,11558
3563,1,11555
3564,1,11550
3565,1,11546
3566,1,11544
3567,1,11542
3568,1,11541
3569,1,11540
3570,1,11539
3571,1,11538
3572,1,11537
3573,1,11532
3574,1,11528
3575,1,11525
3576,1,11524
3577,1,11523
3578,1,11517
3579,1,11515
3580,1,11514
3581,1,11513
3582,1,11508
3583,1,11503
3584,1,11501
3585,1,11500
3586,1,11498
3587,1,11497
3588,1,11494
3589,1,11492
3590,1,11488
3591,1,11485
3592,1,11483
3593,1,11482
3594,1,11481
3595,1,11476
3596,1,11472
3597,1,11469
3598,1,11468
3599,1,11467
3600,1,11457
3601,1,11456
3602,1,11452
3603,1,11450
3604,1,11449
3605,1,11448
3606,1,11447
3607,1,11446
3608,1,11445
3609,1,11444
3610,1,11443
3611,1,11441
3612,1,11439
3613,1,11438
3614,1,11435
3615,1,11433
3616,1,11432
3617,1,11431
3618,1,11428
3619,1,11426
3620,1,11425
3621,1,11420
3622,1,11412
3623,1,11411
3624,1,11408
3625,1,11406
3626,1,11405
3627,1,11399
3628,1,11397
3629,1,11396
3630,1,11395
3631,1,11394
3632,1,11393
3633,1,11389
3634,1,11387
