Butina_clusters,cluster_size,cluster_center_ligand_id
3635,1,11385
3636,1,11384
3637,1,11382
3638,1,11381
3639,1,11379
3640,1,11378
3641,1,11377
3642,1,11374
3643,1,11373
3644,1,11372
3645,1,11371
3646,1,11370
3647,1,11369
3648,1,11368
3649,1,11367
3650,1,11365
3651,1,11363
3652,1,11359
3653,1,11354
3654,1,11353
3655,1,11352
3656,1,11351
3657,1,11349
3658,1,11348
3659,1,11344
3660,1,11343
3661,1,11342
3662,1,11341
3663,1,11337
3664,1,11336
3665,1,11333
3666,1,11332
3667,1,11330
3668,1,11322
3669,1,11321
3670,1,11320
3671,1,11319
3672,1,11318
3673,1,11317
3674,1,11316
3675,1,11315
3676,1,11314
3677,1,11313
3678,1,11312
3679,1,11311
3680,1,11310
3681,1,11309
3682,1,11307
3683,1,11306
3684,1,11305
3685,1,11304
3686,1,11303
3687,1,11302
3688,1,11301
3689,1,11292
3690,1,11286
3691,1,11285
3692,1,11283
3693,1,11281
3694,1,11265
3695,1,11264
3696,1,11263
3697,1,11259
3698,1,11258
3699,1,11257
3700,1,11256
3701,1,11255
3702,1,11254
3703,1,11253
3704,1,11251
3705,1,11249
3706,1,11247
3707,1,11246
3708,1,11245
3709,1,11244
3710,1,11243
3711,1,11242
3712,1,11241
3713,1,11240
3714,1,11239
3715,1,11238
3716,1,11236
3717,1,11235
3718,1,11234
3719,1,11227
3720,1,11224
3721,1,11221
3722,1,11220
3723,1,11218
3724,1,11217
3725,1,11215
3726,1,11214
3727,1,11212
3728,1,11211
3729,1,11209
3730,1,11208
3731,1,11207
3732,1,11206
3733,1,11205
3734,1,11204
3735,1,11203
3736,1,11202
3737,1,11200
3738,1,11199
3739,1,11191
3740,1,11190
3741,1,11189
3742,1,11188
3743,1,11185
3744,1,11183
3745,1,11174
3746,1,11173
3747,1,11172
3748,1,11169
3749,1,11168
3750,1,11164
3751,1,11163
3752,1,11162
3753,1,11161
3754,1,11160
3755,1,11159
3756,1,11157
3757,1,11156
3758,1,11155
3759,1,11154
3760,1,11153
3761,1,11151
3762,1,11150
3763,1,11149
3764,1,11148
3765,1,11147
3766,1,11146
3767,1,11145
3768,1,11140
3769,1,11138
3770,1,11137
3771,1,11135
3772,1,11130
3773,1,11129
3774,1,11127
3775,1,11126
3776,1,11125
3777,1,11124
3778,1,11123
3779,1,11118
3780,1,11115
3781,1,11113
3782,1,11110
3783,1,11109
3784,1,11103
3785,1,11101
3786,1,11100
3787,1,11095
3788,1,11093
3789,1,11092
3790,1,11091
3791,1,11090
3792,1,11089
3793,1,11087
3794,1,11086
3795,1,11084
3796,1,11083
3797,1,11082
3798,1,11081
3799,1,11079
3800,1,11077
3801,1,11075
3802,1,11074
3803,1,11070
3804,1,11062
3805,1,11061
3806,1,11060
3807,1,11045
3808,1,11043
3809,1,11041
3810,1,11040
3811,1,11039
3812,1,11038
3813,1,11037
3814,1,11036
3815,1,11035
3816,1,11030
3817,1,11029
3818,1,11028
3819,1,11027
3820,1,11025
3821,1,11024
3822,1,11023
3823,1,11022
3824,1,11018
3825,1,11017
3826,1,11015
3827,1,11011
3828,1,11001
3829,1,11000
3830,1,10999
3831,1,10997
3832,1,10996
3833,1,10992
3834,1,10991
3835,1,10990
3836,1,10989
3837,1,10988
3838,1,10987
3839,1,10986
3840,1,10981
3841,1,10980
3842,1,10978
3843,1,10977
3844,1,10976
3845,1,10955
3846,1,10947
3847,1,10939
3848,1,10936
3849,1,10935
3850,1,10932
3851,1,10931
3852,1,10930
3853,1,10928
3854,1,10927
3855,1,10920
3856,1,10919
3857,1,10915
3858,1,10914
3859,1,10912
3860,1,10911
3861,1,10906
3862,1,10905
3863,1,10904
3864,1,10901
3865,1,10897
3866,1,10896
3867,1,10895
3868,1,10892
3869,1,10891
3870,1,10887
3871,1,10886
3872,1,10885
3873,1,10884
3874,1,10883
3875,1,10881
3876,1,10880
3877,1,10877
3878,1,10872
3879,1,10871
3880,1,10870
3881,1,10869
3882,1,10868
3883,1,10866
3884,1,10865
3885,1,10864
3886,1,10863
3887,1,10862
3888,1,10861
3889,1,10860
3890,1,10859
3891,1,10858
3892,1,10857
3893,1,10855
3894,1,10854
3895,1,10853
3896,1,10852
3897,1,10850
3898,1,10842
3899,1,10841
3900,1,10840
3901,1,10839
3902,1,10838
3903,1,10837
3904,1,10836
3905,1,10835
3906,1,10834
3907,1,10833
3908,1,10832
3909,1,10831
3910,1,10830
3911,1,10829
3912,1,10828
3913,1,10827
3914,1,10824
3915,1,10823
3916,1,10822
3917,1,10821
3918,1,10816
3919,1,10814
3920,1,10812
3921,1,10810
3922,1,10809
3923,1,10808
3924,1,10807
3925,1,10806
3926,1,10805
3927,1,10804
3928,1,10803
3929,1,10802
3930,1,10800
3931,1,10799
3932,1,10798
3933,1,10797
3934,1,10796
3935,1,10795
3936,1,10792
3937,1,10791
3938,1,10790
3939,1,10789
3940,1,10788
3941,1,10787
3942,1,10786
3943,1,10782
3944,1,10781
3945,1,10780
3946,1,10779
3947,1,10778
3948,1,10777
3949,1,10776
3950,1,10774
3951,1,10773
3952,1,10772
3953,1,10771
3954,1,10770
3955,1,10769
3956,1,10765
3957,1,10764
3958,1,10762
3959,1,10761
3960,1,10760
3961,1,10754
3962,1,10752
3963,1,10751
3964,1,10747
3965,1,10746
3966,1,10745
3967,1,10744
3968,1,10743
3969,1,10741
3970,1,10740
3971,1,10733
3972,1,10732
3973,1,10731
3974,1,10730
3975,1,10729
3976,1,10728
3977,1,10727
3978,1,10726
3979,1,10725
3980,1,10722
3981,1,10720
3982,1,10719
3983,1,10717
3984,1,10716
3985,1,10715
3986,1,10714
3987,1,10708
3988,1,10707
3989,1,10706
3990,1,10701
3991,1,10699
3992,1,10696
3993,1,10694
3994,1,10691
3995,1,10690
3996,1,10684
3997,1,10683
3998,1,10682
3999,1,10681
4000,1,10680
4001,1,10679
4002,1,10678
4003,1,10674
4004,1,10673
4005,1,10672
4006,1,10670
4007,1,10669
4008,1,10668
4009,1,10667
4010,1,10666
4011,1,10664
4012,1,10663
4013,1,10662
4014,1,10661
4015,1,10660
4016,1,10659
4017,1,10658
4018,1,10656
4019,1,10655
4020,1,10654
4021,1,10652
4022,1,10651
4023,1,10650
4024,1,10649
4025,1,10648
4026,1,10646
4027,1,10645
4028,1,10644
4029,1,10643
4030,1,10642
4031,1,10641
4032,1,10640
4033,1,10639
4034,1,10638
4035,1,10637
4036,1,10636
4037,1,10633
4038,1,10632
4039,1,10631
4040,1,10630
4041,1,10629
4042,1,10628
4043,1,10623
4044,1,10621
4045,1,10620
4046,1,10619
4047,1,10618
4048,1,10617
4049,1,10615
4050,1,10614
4051,1,10613
4052,1,10612
4053,1,10611
4054,1,10609
4055,1,10608
4056,1,10607
4057,1,10606
4058,1,10604
4059,1,10603
4060,1,10602
4061,1,10601
4062,1,10600
4063,1,10597
4064,1,10596
4065,1,10595
4066,1,10594
4067,1,10592
4068,1,10590
4069,1,10589
4070,1,10588
4071,1,10584
4072,1,10582
4073,1,10579
4074,1,10577
4075,1,10576
4076,1,10575
4077,1,10574
4078,1,10573
4079,1,10570
4080,1,10569
4081,1,10567
4082,1,10566
4083,1,10564
4084,1,10561
4085,1,10560
4086,1,10559
4087,1,10558
4088,1,10557
4089,1,10556
4090,1,10550
4091,1,10535
4092,1,10532
4093,1,10530
4094,1,10529
4095,1,10527
4096,1,10524
4097,1,10522
4098,1,10517
4099,1,10516
4100,1,10512
4101,1,10511
4102,1,10510
4103,1,10500
4104,1,10498
4105,1,10496
4106,1,10464
4107,1,10462
4108,1,10452
4109,1,10449
4110,1,10447
4111,1,10446
4112,1,10442
4113,1,10439
4114,1,10438
4115,1,10429
4116,1,10425
4117,1,10418
4118,1,10417
4119,1,10416
4120,1,10411
4121,1,10410
4122,1,10409
4123,1,10408
4124,1,10407
4125,1,10400
4126,1,10384
4127,1,10383
4128,1,10381
4129,1,10380
4130,1,10379
4131,1,10376
4132,1,10375
4133,1,10374
4134,1,10367
4135,1,10366
4136,1,10365
4137,1,10347
4138,1,10344
4139,1,10343
4140,1,10342
4141,1,10339
4142,1,10326
4143,1,10323
4144,1,10322
4145,1,10321
4146,1,10320
4147,1,10272
4148,1,10271
4149,1,10267
4150,1,10265
4151,1,10264
4152,1,10263
4153,1,10250
4154,1,10247
4155,1,10242
4156,1,10241
4157,1,10235
4158,1,10233
4159,1,10230
4160,1,10229
4161,1,10228
4162,1,10227
4163,1,10223
4164,1,10219
4165,1,10218
4166,1,10217
4167,1,10206
4168,1,10204
4169,1,10203
4170,1,10202
4171,1,10195
4172,1,10194
4173,1,10193
4174,1,10191
4175,1,10188
4176,1,10173
4177,1,10171
4178,1,10170
4179,1,10168
4180,1,10166
4181,1,10165
4182,1,10157
4183,1,10152
4184,1,10150
4185,1,10149
4186,1,10148
4187,1,10146
4188,1,10145
4189,1,10144
4190,1,10143
4191,1,10140
4192,1,10139
4193,1,10138
4194,1,10137
4195,1,10135
4196,1,10128
4197,1,10127
4198,1,10126
4199,1,10125
4200,1,10124
4201,1,10119
4202,1,10118
4203,1,10114
4204,1,10112
4205,1,10108
4206,1,10107
4207,1,10106
4208,1,10099
4209,1,10095
4210,1,10087
4211,1,10086
4212,1,10081
4213,1,10080
4214,1,10072
4215,1,10069
4216,1,10068
4217,1,10064
4218,1,10063
4219,1,10062
4220,1,10054
4221,1,10052
4222,1,10048
4223,1,10047
4224,1,10046
4225,1,10044
4226,1,10043
4227,1,10042
4228,1,10036
4229,1,10035
4230,1,10024
4231,1,9996
4232,1,9988
4233,1,9986
4234,1,9981
4235,1,9980
4236,1,9971
4237,1,9969
4238,1,9966
4239,1,9965
4240,1,9964
4241,1,9963
4242,1,9955
4243,1,9951
4244,1,9950
4245,1,9949
4246,1,9945
4247,1,9942
4248,1,9941
4249,1,9936
4250,1,9935
4251,1,9934
4252,1,9933
4253,1,9925
4254,1,9920
4255,1,9918
4256,1,9917
4257,1,9916
4258,1,9911
4259,1,9910
4260,1,9909
4261,1,9908
4262,1,9905
4263,1,9882
4264,1,9878
4265,1,9876
4266,1,9870
4267,1,9865
4268,1,9863
4269,1,9862
4270,1,9861
4271,1,9859
4272,1,9853
4273,1,9852
4274,1,9850
4275,1,9849
4276,1,9847
4277,1,9845
4278,1,9840
4279,1,9838
4280,1,9835
4281,1,9834
4282,1,9831
4283,1,9827
4284,1,9822
4285,1,9821
4286,1,9818
4287,1,9817
4288,1,9814
4289,1,9803
4290,1,9801
4291,1,9800
4292,1,9798
4293,1,9797
4294,1,9789
4295,1,9787
4296,1,9785
4297,1,9784
4298,1,9780
4299,1,9779
4300,1,9755
4301,1,9753
4302,1,9750
4303,1,9748
4304,1,9746
4305,1,9745
4306,1,9744
4307,1,9742
4308,1,9735
4309,1,9732
4310,1,9730
4311,1,9729
4312,1,9726
4313,1,9719
4314,1,9714
4315,1,9713
4316,1,9712
4317,1,9708
4318,1,9706
4319,1,9695
4320,1,9694
4321,1,9685
4322,1,9684
4323,1,9673
4324,1,9672
4325,1,9669
4326,1,9667
4327,1,9666
4328,1,9664
4329,1,9661
4330,1,9660
4331,1,9659
4332,1,9658
4333,1,9657
4334,1,9655
4335,1,9651
4336,1,9649
4337,1,9648
4338,1,9647
4339,1,9643
4340,1,9642
4341,1,9641
4342,1,9640
4343,1,9639
4344,1,9638
4345,1,9630
4346,1,9626
4347,1,9625
4348,1,9618
4349,1,9614
4350,1,9612
4351,1,9596
4352,1,9585
4353,1,9575
4354,1,9565
4355,1,9560
4356,1,9559
4357,1,9558
4358,1,9557
4359,1,9556
4360,1,9555
4361,1,9525
4362,1,9522
4363,1,9517
4364,1,9516
4365,1,9509
4366,1,9505
4367,1,9502
4368,1,9500
4369,1,9465
4370,1,9463
4371,1,9443
4372,1,9442
4373,1,9441
4374,1,9439
4375,1,9438
4376,1,9437
4377,1,9431
4378,1,9428
4379,1,9426
4380,1,9425
4381,1,9423
4382,1,9415
4383,1,9411
4384,1,9410
4385,1,9405
4386,1,9400
4387,1,9388
4388,1,9369
4389,1,9368
4390,1,9363
4391,1,9359
4392,1,9357
4393,1,9353
4394,1,9352
4395,1,9351
4396,1,9350
4397,1,9349
4398,1,9348
4399,1,9347
4400,1,9346
4401,1,9343
4402,1,9339
4403,1,9336
4404,1,9335
4405,1,9332
4406,1,9331
4407,1,9330
4408,1,9329
4409,1,9328
4410,1,9320
4411,1,9318
4412,1,9317
4413,1,9311
4414,1,9310
4415,1,9309
4416,1,9307
4417,1,9306
4418,1,9299
4419,1,9298
4420,1,9297
4421,1,9291
4422,1,9290
4423,1,9288
4424,1,9285
4425,1,9284
4426,1,9283
4427,1,9282
4428,1,9268
4429,1,9260
4430,1,9259
4431,1,9253
4432,1,9244
4433,1,9240
4434,1,9211
4435,1,9201
4436,1,9200
4437,1,9199
4438,1,9186
4439,1,9185
4440,1,9184
4441,1,9180
4442,1,9178
4443,1,9174
4444,1,9173
4445,1,9171
4446,1,9168
4447,1,9166
4448,1,9165
4449,1,9163
4450,1,9162
4451,1,9161
4452,1,9160
4453,1,9158
4454,1,9156
4455,1,9155
4456,1,9154
4457,1,9153
4458,1,9147
4459,1,9139
4460,1,9138
4461,1,9137
4462,1,9132
4463,1,9121
4464,1,9112
4465,1,9110
4466,1,9105
4467,1,9104
4468,1,9103
4469,1,9100
4470,1,9099
4471,1,9098
4472,1,9097
4473,1,9096
4474,1,9094
4475,1,9093
4476,1,9092
4477,1,9089
4478,1,9088
4479,1,9087
4480,1,9086
4481,1,9081
4482,1,9080
4483,1,9076
4484,1,9062
4485,1,9054
4486,1,9053
4487,1,9048
4488,1,9043
4489,1,9040
4490,1,9039
4491,1,9032
4492,1,9029
4493,1,9028
4494,1,9026
4495,1,9023
4496,1,9014
4497,1,9012
4498,1,9010
4499,1,9009
4500,1,9007
4501,1,8998
4502,1,8995
4503,1,8994
4504,1,8993
4505,1,8992
4506,1,8991
4507,1,8988
4508,1,8981
4509,1,8976
4510,1,8971
4511,1,8969
4512,1,8968
4513,1,8964
4514,1,8963
4515,1,8962
4516,1,8960
4517,1,8956
4518,1,8955
4519,1,8952
4520,1,8951
4521,1,8950
4522,1,8949
4523,1,8948
4524,1,8943
4525,1,8942
4526,1,8939
4527,1,8938
4528,1,8937
4529,1,8936
4530,1,8926
4531,1,8925
4532,1,8922
4533,1,8920
4534,1,8916
4535,1,8913
4536,1,8912
4537,1,8911
4538,1,8910
4539,1,8908
4540,1,8907
4541,1,8903
4542,1,8902
4543,1,8896
4544,1,8895
4545,1,8891
4546,1,8890
4547,1,8889
4548,1,8888
4549,1,8887
4550,1,8885
4551,1,8873
4552,1,8868
4553,1,8862
4554,1,8861
4555,1,8859
4556,1,8856
4557,1,8848
4558,1,8847
4559,1,8843
4560,1,8841
4561,1,8838
4562,1,8834
4563,1,8831
4564,1,8830
4565,1,8829
4566,1,8825
4567,1,8824
4568,1,8815
4569,1,8814
4570,1,8813
4571,1,8804
4572,1,8801
4573,1,8795
4574,1,8791
4575,1,8789
4576,1,8782
4577,1,8780
4578,1,8779
4579,1,8778
4580,1,8777
4581,1,8776
4582,1,8775
4583,1,8774
4584,1,8766
4585,1,8764
4586,1,8763
4587,1,8761
4588,1,8759
4589,1,8758
4590,1,8754
4591,1,8750
4592,1,8747
4593,1,8739
4594,1,8733
4595,1,8732
4596,1,8731
4597,1,8730
4598,1,8728
4599,1,8727
4600,1,8724
4601,1,8707
4602,1,8706
4603,1,8704
4604,1,8703
4605,1,8697
4606,1,8695
4607,1,8692
4608,1,8686
4609,1,8679
4610,1,8678
4611,1,8674
4612,1,8671
4613,1,8670
4614,1,8669
4615,1,8661
4616,1,8660
4617,1,8659
4618,1,8656
4619,1,8653
4620,1,8651
4621,1,8649
4622,1,8645
4623,1,8642
4624,1,8641
4625,1,8640
4626,1,8638
4627,1,8637
4628,1,8632
4629,1,8631
4630,1,8629
4631,1,8628
4632,1,8626
4633,1,8598
4634,1,8587
4635,1,8586
4636,1,8583
4637,1,8581
4638,1,8571
4639,1,8570
4640,1,8569
4641,1,8568
4642,1,8567
4643,1,8558
4644,1,8548
4645,1,8545
4646,1,8543
4647,1,8540
4648,1,8539
4649,1,8532
4650,1,8531
4651,1,8524
4652,1,8523
4653,1,8520
4654,1,8516
4655,1,8515
4656,1,8502
4657,1,8500
4658,1,8498
4659,1,8497
4660,1,8492
4661,1,8490
4662,1,8481
4663,1,8477
4664,1,8472
4665,1,8471
4666,1,8464
4667,1,8453
4668,1,8452
4669,1,8447
4670,1,8443
4671,1,8441
4672,1,8440
4673,1,8438
4674,1,8431
4675,1,8430
4676,1,8428
4677,1,8427
4678,1,8424
4679,1,8419
4680,1,8418
4681,1,8417
4682,1,8416
4683,1,8415
4684,1,8412
4685,1,8411
4686,1,8407
4687,1,8406
4688,1,8405
4689,1,8403
4690,1,8402
4691,1,8401
4692,1,8400
4693,1,8397
4694,1,8392
4695,1,8391
4696,1,8390
4697,1,8389
4698,1,8388
4699,1,8385
4700,1,8384
4701,1,8381
4702,1,8379
4703,1,8373
4704,1,8371
4705,1,8370
4706,1,8369
4707,1,8366
4708,1,8354
4709,1,8353
4710,1,8322
4711,1,8321
4712,1,8320
4713,1,8311
4714,1,8308
4715,1,8304
4716,1,8302
4717,1,8301
4718,1,8299
4719,1,8298
4720,1,8296
4721,1,8295
4722,1,8294
4723,1,8292
4724,1,8289
4725,1,8288
4726,1,8286
4727,1,8285
4728,1,8282
4729,1,8281
4730,1,8276
4731,1,8273
4732,1,8270
4733,1,8267
4734,1,8265
4735,1,8264
4736,1,8262
4737,1,8261
4738,1,8259
4739,1,8239
4740,1,8238
4741,1,8235
4742,1,8225
4743,1,8223
4744,1,8222
4745,1,8218
4746,1,8217
4747,1,8216
4748,1,8208
4749,1,8207
4750,1,8206
4751,1,8201
4752,1,8199
4753,1,8196
4754,1,8190
4755,1,8189
4756,1,8180
4757,1,8178
4758,1,8177
4759,1,8176
4760,1,8173
4761,1,8171
4762,1,8167
4763,1,8166
4764,1,8154
4765,1,8148
4766,1,8139
4767,1,8134
4768,1,8133
4769,1,8123
4770,1,8121
4771,1,8096
4772,1,8091
4773,1,8088
4774,1,8082
4775,1,8081
4776,1,8080
4777,1,8079
4778,1,8078
4779,1,8075
4780,1,8073
4781,1,8072
4782,1,8070
4783,1,8069
4784,1,8068
4785,1,8065
4786,1,8064
4787,1,8062
4788,1,8061
4789,1,8060
4790,1,8058
4791,1,8050
4792,1,8049
4793,1,8047
4794,1,8045
4795,1,8041
4796,1,8036
4797,1,8029
4798,1,8026
4799,1,8023
4800,1,8019
4801,1,8018
4802,1,8017
4803,1,8016
4804,1,8015
4805,1,8012
4806,1,8010
4807,1,7988
4808,1,7987
4809,1,7984
4810,1,7966
4811,1,7964
4812,1,7961
4813,1,7960
4814,1,7958
4815,1,7956
4816,1,7955
4817,1,7952
4818,1,7951
4819,1,7949
4820,1,7948
4821,1,7947
4822,1,7946
4823,1,7945
4824,1,7944
4825,1,7939
4826,1,7937
4827,1,7935
4828,1,7931
4829,1,7927
4830,1,7921
4831,1,7908
4832,1,7907
4833,1,7903
4834,1,7897
4835,1,7896
4836,1,7890
4837,1,7886
4838,1,7885
4839,1,7881
4840,1,7880
4841,1,7865
4842,1,7864
4843,1,7862
4844,1,7861
4845,1,7860
4846,1,7857
4847,1,7856
4848,1,7855
4849,1,7854
4850,1,7852
4851,1,7851
4852,1,7847
4853,1,7846
4854,1,7844
4855,1,7843
4856,1,7842
4857,1,7841
4858,1,7836
4859,1,7820
4860,1,7818
4861,1,7810
4862,1,7807
4863,1,7785
4864,1,7783
4865,1,7781
4866,1,7774
4867,1,7773
4868,1,7772
4869,1,7769
4870,1,7763
4871,1,7761
4872,1,7760
4873,1,7759
4874,1,7758
4875,1,7756
4876,1,7755
4877,1,7754
4878,1,7751
4879,1,7750
4880,1,7749
4881,1,7748
4882,1,7745
4883,1,7739
4884,1,7738
4885,1,7737
4886,1,7735
4887,1,7733
4888,1,7731
4889,1,7729
4890,1,7728
4891,1,7721
4892,1,7714
4893,1,7712
4894,1,7711
4895,1,7710
4896,1,7707
4897,1,7706
4898,1,7704
4899,1,7702
4900,1,7700
4901,1,7696
4902,1,7694
4903,1,7693
4904,1,7692
4905,1,7690
4906,1,7689
4907,1,7688
4908,1,7687
4909,1,7686
4910,1,7683
4911,1,7681
4912,1,7680
4913,1,7679
4914,1,7675
4915,1,7671
4916,1,7670
4917,1,7666
4918,1,7663
4919,1,7660
4920,1,7658
4921,1,7657
4922,1,7639
4923,1,7638
4924,1,7627
4925,1,7626
4926,1,7625
4927,1,7623
4928,1,7621
4929,1,7620
4930,1,7619
4931,1,7618
4932,1,7616
4933,1,7610
4934,1,7608
4935,1,7607
4936,1,7605
4937,1,7598
4938,1,7596
4939,1,7595
4940,1,7589
4941,1,7588
4942,1,7587
4943,1,7571
4944,1,7569
4945,1,7568
4946,1,7564
4947,1,7563
4948,1,7562
4949,1,7561
4950,1,7560
4951,1,7559
4952,1,7557
4953,1,7554
4954,1,7553
4955,1,7543
4956,1,7542
4957,1,7541
4958,1,7540
4959,1,7539
4960,1,7538
4961,1,7531
4962,1,7530
4963,1,7529
4964,1,7527
4965,1,7525
4966,1,7524
4967,1,7519
4968,1,7518
4969,1,7516
4970,1,7513
4971,1,7510
4972,1,7509
4973,1,7507
4974,1,7506
4975,1,7503
4976,1,7502
4977,1,7501
4978,1,7495
4979,1,7494
4980,1,7493
4981,1,7484
4982,1,7483
4983,1,7481
4984,1,7478
4985,1,7477
4986,1,7471
4987,1,7465
4988,1,7463
4989,1,7461
4990,1,7459
4991,1,7457
4992,1,7456
4993,1,7455
4994,1,7454
4995,1,7452
4996,1,7450
4997,1,7449
4998,1,7448
4999,1,7446
5000,1,7445
5001,1,7443
5002,1,7442
5003,1,7441
5004,1,7440
5005,1,7439
5006,1,7432
5007,1,7431
5008,1,7430
5009,1,7416
5010,1,7412
5011,1,7411
5012,1,7410
5013,1,7409
5014,1,7408
5015,1,7407
5016,1,7406
5017,1,7402
5018,1,7401
5019,1,7400
5020,1,7399
5021,1,7397
5022,1,7386
5023,1,7379
5024,1,7378
5025,1,7377
5026,1,7375
5027,1,7373
5028,1,7369
5029,1,7367
5030,1,7366
5031,1,7364
5032,1,7363
5033,1,7362
5034,1,7361
5035,1,7360
5036,1,7355
5037,1,7354
5038,1,7346
5039,1,7344
5040,1,7343
5041,1,7342
5042,1,7341
5043,1,7340
5044,1,7334
5045,1,7333
5046,1,7331
5047,1,7330
5048,1,7327
5049,1,7326
5050,1,7325
5051,1,7321
5052,1,7315
5053,1,7314
5054,1,7312
5055,1,7311
5056,1,7310
5057,1,7308
5058,1,7306
5059,1,7305
5060,1,7303
5061,1,7300
5062,1,7299
5063,1,7280
5064,1,7278
5065,1,7277
5066,1,7276
5067,1,7275
5068,1,7272
5069,1,7271
5070,1,7270
5071,1,7269
5072,1,7268
5073,1,7267
5074,1,7266
5075,1,7265
5076,1,7264
5077,1,7263
5078,1,7262
5079,1,7259
5080,1,7258
5081,1,7257
5082,1,7256
5083,1,7255
5084,1,7254
5085,1,7253
5086,1,7252
5087,1,7248
5088,1,7246
5089,1,7245
5090,1,7240
5091,1,7234
5092,1,7233
5093,1,7232
5094,1,7226
5095,1,7225
5096,1,7224
5097,1,7222
5098,1,7221
5099,1,7220
5100,1,7219
5101,1,7214
5102,1,7212
5103,1,7211
5104,1,7207
5105,1,7206
5106,1,7204
5107,1,7175
5108,1,7174
5109,1,7173
5110,1,7172
5111,1,7170
5112,1,7168
5113,1,7160
5114,1,7159
5115,1,7158
5116,1,7157
5117,1,7154
5118,1,7153
5119,1,7152
5120,1,7149
5121,1,7147
5122,1,7146
5123,1,7145
5124,1,7141
5125,1,7133
5126,1,7132
5127,1,7131
5128,1,7130
5129,1,7128
5130,1,7126
5131,1,7123
5132,1,7119
5133,1,7117
5134,1,7113
5135,1,7112
5136,1,7109
5137,1,7108
5138,1,7107
5139,1,7103
5140,1,7102
5141,1,7101
5142,1,7100
5143,1,7099
5144,1,7098
5145,1,7096
5146,1,7094
5147,1,7087
5148,1,7085
5149,1,7084
5150,1,7082
5151,1,7081
5152,1,7080
5153,1,7077
5154,1,7076
5155,1,7075
5156,1,7074
5157,1,7070
5158,1,7069
5159,1,7062
5160,1,7059
5161,1,7057
5162,1,7056
5163,1,7055
5164,1,7054
5165,1,7053
5166,1,7052
5167,1,7050
5168,1,7049
5169,1,7047
5170,1,7046
5171,1,7045
5172,1,7042
5173,1,7041
5174,1,7040
5175,1,7038
5176,1,7036
5177,1,7035
5178,1,7034
5179,1,7033
5180,1,7030
5181,1,7029
5182,1,7027
5183,1,7023
5184,1,7007
5185,1,7005
5186,1,7004
5187,1,7003
5188,1,7000
5189,1,6996
5190,1,6994
5191,1,6993
5192,1,6992
5193,1,6989
5194,1,6988
5195,1,6986
5196,1,6980
5197,1,6977
5198,1,6973
5199,1,6968
5200,1,6967
5201,1,6960
5202,1,6959
5203,1,6955
5204,1,6941
5205,1,6924
5206,1,6923
5207,1,6915
5208,1,6914
5209,1,6912
5210,1,6911
5211,1,6910
5212,1,6908
5213,1,6903
5214,1,6901
5215,1,6897
5216,1,6896
5217,1,6894
5218,1,6889
5219,1,6886
5220,1,6885
5221,1,6881
5222,1,6880
5223,1,6879
5224,1,6877
5225,1,6876
5226,1,6872
5227,1,6868
5228,1,6866
5229,1,6865
5230,1,6864
5231,1,6863
5232,1,6862
5233,1,6860
5234,1,6859
5235,1,6856
5236,1,6855
5237,1,6854
5238,1,6852
5239,1,6849
5240,1,6848
5241,1,6847
5242,1,6846
5243,1,6845
5244,1,6836
5245,1,6835
5246,1,6825
5247,1,6824
5248,1,6823
5249,1,6822
5250,1,6821
5251,1,6816
5252,1,6815
5253,1,6804
5254,1,6803
5255,1,6802
5256,1,6801
5257,1,6799
5258,1,6794
5259,1,6791
5260,1,6790
5261,1,6788
5262,1,6786
5263,1,6782
5264,1,6780
5265,1,6774
5266,1,6744
5267,1,6740
5268,1,6739
5269,1,6738
5270,1,6737
5271,1,6735
5272,1,6733
5273,1,6729
5274,1,6728
5275,1,6726
5276,1,6713
5277,1,6706
5278,1,6704
5279,1,6702
5280,1,6701
5281,1,6698
5282,1,6697
5283,1,6673
5284,1,6671
5285,1,6670
5286,1,6669
5287,1,6665
5288,1,6662
5289,1,6646
5290,1,6641
5291,1,6640
5292,1,6634
5293,1,6633
5294,1,6632
5295,1,6630
5296,1,6626
5297,1,6625
5298,1,6622
5299,1,6621
5300,1,6619
5301,1,6618
5302,1,6615
5303,1,6613
5304,1,6612
5305,1,6611
5306,1,6608
5307,1,6606
5308,1,6604
5309,1,6590
5310,1,6588
5311,1,6583
5312,1,6580
5313,1,6579
5314,1,6578
5315,1,6571
5316,1,6563
5317,1,6562
5318,1,6555
5319,1,6553
5320,1,6547
5321,1,6545
5322,1,6542
5323,1,6539
5324,1,6533
5325,1,6532
5326,1,6529
5327,1,6528
5328,1,6527
5329,1,6525
5330,1,6522
5331,1,6519
5332,1,6517
5333,1,6512
5334,1,6511
5335,1,6506
5336,1,6503
5337,1,6495
5338,1,6493
5339,1,6492
5340,1,6491
5341,1,6490
5342,1,6488
5343,1,6486
5344,1,6484
5345,1,6483
5346,1,6482
5347,1,6481
5348,1,6480
5349,1,6474
5350,1,6469
5351,1,6467
5352,1,6466
5353,1,6464
5354,1,6462
5355,1,6440
5356,1,6439
5357,1,6437
5358,1,6436
5359,1,6435
5360,1,6431
5361,1,6430
5362,1,6429
5363,1,6416
5364,1,6394
5365,1,6379
5366,1,6377
5367,1,6371
5368,1,6370
5369,1,6369
5370,1,6363
5371,1,6357
5372,1,6355
5373,1,6354
5374,1,6347
5375,1,6332
5376,1,6329
5377,1,6327
5378,1,6326
5379,1,6325
5380,1,6321
