n_model_train,n_calibration,n_test,alpha,target_coverage,plain_test_rmse,plain_test_mae,plain_test_mse,plain_test_r2,plain_test_spearman,plain_test_ccc,global_conformal_q,global_interval_width,local_test_coverage,local_test_mean_width,local_test_median_width,local_test_width_p10,local_test_width_p90,local_test_mean_neff,h_conformal_4d,neff_min_conformal,h_map_2d,neff_min_map,display_neff_min,mie_metric,global_test_coverage,global_covered_count,local_covered_count,local_fallback_count,local_fallback_fraction,coverage_bootstrap_resamples,coverage_bootstrap_seed,sensitivity_thresholds,sensitivity_bandwidths,sensitivity_reference_h_conformal_4d,sensitivity_reference_neff_min_conformal
8038,2079,2533,0.1,0.9,0.5206823546912408,0.36328037984346845,0.27111011448681505,0.5058257438727204,0.6924568832641549,0.6569582919436987,0.786509669919782,1.573019339839564,0.8918278720884327,1.51476714972314,1.5185550321594645,1.2092784498491262,1.8131798015724288,547.5990000866447,0.9,80,0.45,60,120,mean_E,0.8989340702724042,2277,2259,14,0.005527043031977891,5000,20260915,"[40, 60, 80, 100, 120]","[0.6, 0.75, 0.9, 1.05, 1.2]",0.9,80
