replicate,btox_median,mean_E_44_median
632,1.7975840717554092,-6.9482822410148
633,1.7857740186154842,-6.943181818181817
634,1.7973947916179895,-6.93765227021041
635,1.7877138629555702,-6.936713735558407
636,1.7949301227927208,-6.9511627906976745
637,1.805137112736702,-6.945454545454546
638,1.8063319027423859,-6.934883720930233
639,1.8113922327756882,-6.934090909090907
640,1.797929397180269,-6.938365800865801
641,1.7868926543742418,-6.925
642,1.7982128486037254,-6.943181818181817
643,1.8024324402213097,-6.936363636363638
644,1.800010822713375,-6.937922832980972
645,1.7963698655366898,-6.900000000000001
646,1.7972549200057983,-6.965909090909091
647,1.7942474070005119,-6.9409090909090905
648,1.7902367413043976,-6.915909090909093
649,1.7949670255184174,-6.913636363636365
650,1.7991362484171987,-6.9363636363636365
651,1.8156947493553162,-6.953488372093023
652,1.7756160721182823,-6.942521141649048
653,1.7981361597776413,-6.965058139534884
654,1.790384218096733,-6.922727272727272
655,1.796518787741661,-6.927272727272729
656,1.7845796346664429,-6.925000000000001
657,1.8049906492233274,-6.9363636363636365
658,1.7991696568205953,-6.923255813953489
659,1.8025010153651237,-6.9318181818181825
660,1.7963510006666183,-6.945454545454545
661,1.8177306056022644,-6.9523809523809526
662,1.799268776550889,-6.93720930232558
663,1.8029781058430672,-6.947727272727273
664,1.8019620440900326,-6.9482822410148
665,1.7949301227927208,-6.927272727272728
666,1.8057394921779633,-6.936585365853658
667,1.7965418100357056,-6.936363636363637
668,1.8117420375347137,-6.953409090909091
669,1.7989708734676242,-6.909090909090907
670,1.8047942742705345,-6.929545454545453
671,1.796518787741661,-6.913953488372093
672,1.7964558377861977,-6.938636363636363
673,1.8067092821002007,-6.939534883720929
674,1.7772514931857586,-6.929545454545456
675,1.7939978539943695,-6.927272727272728
676,1.7998702162876725,-6.9340909090909095
677,1.8047578781843185,-6.947727272727272
678,1.7923095915466547,-6.921828752642705
679,1.7990866885520518,-6.9386363636363635
680,1.804381586611271,-6.925
681,1.8048306703567505,-6.961762899262901
682,1.7939715087413788,-6.934090909090907
683,1.7977093607187271,-6.927272727272729
684,1.7922611460089684,-6.947727272727272
685,1.7853403091430664,-6.9363636363636365
686,1.798752598464489,-6.9386363636363635
687,1.7910792082548141,-6.938095238095239
688,1.7965700775384903,-6.8999999999999995
689,1.7964382097125053,-6.924999999999997
690,1.7997774612158537,-6.927272727272725
691,1.7993261353112757,-6.9298890063424965
692,1.7882577814161777,-6.913953488372093
693,1.7839771062135696,-6.915909090909091
694,1.8009833097457886,-6.9302325581395365
695,1.7980121672153473,-6.936474501108648
696,1.8044244199991226,-6.911495771670192
697,1.7984640151262283,-6.959090909090909
698,1.7915487363934515,-6.925
699,1.7929982040077448,-6.911363636363635
700,1.777887936681509,-6.95
701,1.7885236516594887,-6.965058139534884
702,1.772493865340948,-6.952272727272727
703,1.7966058738529682,-6.927272727272728
704,1.7961954474449158,-6.9402219873150095
