Quadrant,n,Joint width,Pheno-only,MIE-only,Coverage,Interval_lt_global_n,Interval_lt_global_denom
Pheno+ MIE+,699,1.300715768061656,1.3514484291475546,1.4871588214335316,0.927038626609442,697,699
Pheno+ MIE-,528,1.4353489227446157,1.4086355575765896,1.5935327925983551,0.8825757575757576,402,528
Pheno- MIE+,547,1.6116195793824022,1.6629503318053522,1.4896272780409492,0.8775137111517367,281,547
Pheno- MIE-,759,1.697344831676265,1.7119576304917037,1.6181531534971476,0.8761528326745718,170,759
