group,Baseline,Plain,BBB pass,ADME
Fingerprints,0.26748177469014967,0.26601824703079,0.2212296064470576,0.09014224416868127
Proteins,0.09039095481322533,,0.06816917148606388,0.04780803093240395
PhysChem,0.18478815106368224,0.23753687820672895,0.15614281745904257,0.13951677156120953
ADME,,,,0.24620708198223262
