figure,variance_display_vmin_p2,variance_display_vmax_p95,coverage_h,coverage_display_vmin,coverage_display_vmax,coverage_display_vmin_actual,coverage_display_vmax_actual,global_test_coverage,interval_width_display_min,interval_width_display_max,display_neff_min,x_range,raw_variance_min,raw_variance_max,raw_variance_p95,displayed_grid_fraction,layout,coverage_colormap,coverage_contour_0.90,coverage_in_percent,suptitle_removed,top_crop_rows
results/figures/confidence/conformal_burden_maps_mean_44.png,0.20862972624627632,0.7389536537902531,0.75,0.88,0.92,0.806610378555987,0.9276343804217626,0.8918278720884327,1.19704743522537,1.881284914142709,120,"(-9, -4)",0.20010271947690172,1.7932267243842026,0.7460697108243504,0.95328125,2x2,blue_graphite,True,True,True,23
