split_index,seed,query_set,reference_set,ligand_id,nearest_ligand_id,max_tanimoto_similarity
0,42,val,train,1198,955,0.6333333333333333
0,42,val,train,1206,2653,0.6
0,42,val,train,1211,2353,0.631578947368421
0,42,val,train,1213,1207,0.5454545454545454
0,42,val,train,1221,627,0.6290322580645161
0,42,val,train,1229,1245,0.4117647058823529
0,42,val,train,1233,4759,0.5094339622641509
0,42,val,train,1234,60,0.21621621621621623
0,42,val,train,1248,1395,0.41935483870967744
0,42,val,train,1249,6490,0.40625
0,42,val,train,1255,1520,0.5135135135135135
0,42,val,train,1258,336,0.32142857142857145
0,42,val,train,1259,336,0.32142857142857145
0,42,val,train,1272,5060,0.2857142857142857
0,42,val,train,1282,140,0.34375
0,42,val,train,1295,9625,0.45454545454545453
0,42,val,train,1306,130,0.6176470588235294
0,42,val,train,1312,1309,0.6333333333333333
0,42,val,train,1315,1318,0.6428571428571429
0,42,val,train,1320,787,0.32653061224489793
0,42,val,train,1330,2001,0.6060606060606061
0,42,val,train,1343,11385,0.3
0,42,val,train,1345,2549,0.4117647058823529
0,42,val,train,1352,2583,0.5714285714285714
0,42,val,train,1363,10667,0.5384615384615384
0,42,val,train,1368,8487,0.6363636363636364
0,42,val,train,1385,1361,0.625
0,42,val,train,1396,587,0.48148148148148145
0,42,val,train,1403,1597,0.5517241379310345
0,42,val,train,1417,8537,0.5869565217391305
0,42,val,train,1418,1416,0.7045454545454546
0,42,val,train,1433,726,0.7121212121212122
0,42,val,train,1439,6097,0.56
0,42,val,train,1440,10184,0.5428571428571428
0,42,val,train,1444,12825,0.5882352941176471
0,42,val,train,1447,1452,0.35714285714285715
0,42,val,train,1454,3131,0.5
0,42,val,train,1459,4646,0.7368421052631579
0,42,val,train,1462,11751,0.5666666666666667
0,42,val,train,1472,10858,0.48484848484848486
0,42,val,train,1490,14841,0.4090909090909091
0,42,val,train,1497,828,0.5416666666666666
0,42,val,train,1499,3666,0.47368421052631576
0,42,val,train,1511,14192,0.42857142857142855
0,42,val,train,1517,14471,0.6097560975609756
0,42,val,train,1519,3959,0.3333333333333333
0,42,val,train,1534,2540,0.2345679012345679
0,42,val,train,1538,11060,0.48148148148148145
0,42,val,train,1546,2001,0.6060606060606061
0,42,val,train,1548,8366,0.4666666666666667
0,42,val,train,1562,2359,0.6052631578947368
0,42,val,train,1567,1822,0.48
0,42,val,train,1572,1876,0.5
0,42,val,train,1588,858,0.3333333333333333
0,42,val,train,1589,889,0.25
0,42,val,train,1602,1,0.375
0,42,val,train,1607,2801,0.45901639344262296
0,42,val,train,1608,2801,0.5
0,42,val,train,1610,4468,0.5208333333333334
0,42,val,train,1626,2941,0.5555555555555556
0,42,val,train,1631,1595,0.375
0,42,val,train,1632,11466,0.35294117647058826
0,42,val,train,1636,3666,0.5909090909090909
0,42,val,train,1643,1688,0.5806451612903226
0,42,val,train,1644,1677,0.425
0,42,val,train,1650,1651,0.47368421052631576
0,42,val,train,1659,4481,0.6896551724137931
0,42,val,train,1666,1822,0.5555555555555556
0,42,val,train,1671,11646,0.6
0,42,val,train,1672,3280,0.6296296296296297
0,42,val,train,1693,1157,0.4782608695652174
0,42,val,train,1695,8292,0.4782608695652174
0,42,val,train,1708,1705,0.6129032258064516
0,42,val,train,1710,1730,0.5
0,42,val,train,1717,1716,0.5454545454545454
0,42,val,train,1718,1714,0.4642857142857143
0,42,val,train,1743,1048,0.5
0,42,val,train,1758,1085,0.5714285714285714
0,42,val,train,1759,1085,0.5714285714285714
0,42,val,train,1769,2506,0.52
0,42,val,train,1781,326,0.5166666666666667
0,42,val,train,1785,1865,0.5185185185185185
0,42,val,train,1792,2860,0.7608695652173914
0,42,val,train,1796,1797,0.7142857142857143
0,42,val,train,1813,1085,0.5
0,42,val,train,1815,806,0.25
0,42,val,train,1820,1010,0.4230769230769231
0,42,val,train,1825,3607,0.391304347826087
0,42,val,train,1826,2154,0.625
0,42,val,train,1827,1103,0.4
0,42,val,train,1829,6145,0.38095238095238093
0,42,val,train,1834,4243,0.5405405405405406
0,42,val,train,1841,383,0.4444444444444444
0,42,val,train,1842,4077,0.5128205128205128
0,42,val,train,1849,2020,0.5849056603773585
0,42,val,train,1851,1896,0.78
0,42,val,train,1854,14221,0.5625
0,42,val,train,1859,2094,0.8627450980392157
0,42,val,train,1884,1828,0.48484848484848486
0,42,val,train,1891,1920,0.7560975609756098
0,42,val,train,1895,6141,0.5714285714285714
0,42,val,train,1910,1074,0.5263157894736842
0,42,val,train,1925,3742,0.5483870967741935
0,42,val,train,1938,15129,0.6071428571428571
0,42,val,train,1944,1755,0.2727272727272727
0,42,val,train,1948,10607,0.5172413793103449
0,42,val,train,1967,4077,0.5405405405405406
0,42,val,train,1972,13954,0.26666666666666666
0,42,val,train,1975,2047,0.4489795918367347
0,42,val,train,1979,13377,0.3157894736842105
0,42,val,train,1983,3952,0.45454545454545453
0,42,val,train,1986,2676,0.3333333333333333
0,42,val,train,1993,1723,0.5555555555555556
0,42,val,train,1994,16283,0.5
0,42,val,train,2012,10616,0.5833333333333334
0,42,val,train,2025,2024,0.475
0,42,val,train,2064,1912,0.3888888888888889
0,42,val,train,2077,9359,0.21428571428571427
0,42,val,train,2081,14071,0.5625
0,42,val,train,2082,16100,0.5
0,42,val,train,2092,2094,0.7454545454545455
0,42,val,train,2093,326,0.6730769230769231
0,42,val,train,2095,2853,0.5666666666666667
0,42,val,train,2107,3978,0.4117647058823529
0,42,val,train,2118,5483,0.5333333333333333
0,42,val,train,2130,5170,0.7833333333333333
0,42,val,train,2138,1395,0.5
0,42,val,train,2144,1219,0.6086956521739131
0,42,val,train,2149,8956,0.3333333333333333
0,42,val,train,2152,15154,0.4375
0,42,val,train,2157,16427,0.631578947368421
0,42,val,train,2160,5678,0.43636363636363634
0,42,val,train,2173,9306,0.5333333333333333
0,42,val,train,2193,472,0.5581395348837209
0,42,val,train,2200,5905,0.6
0,42,val,train,2204,1069,0.38095238095238093
0,42,val,train,2206,3531,0.6060606060606061
0,42,val,train,2208,4504,0.6415094339622641
