coordinate,n_active_cohort,observed_active_cohort_median,bootstrap_resamples,bootstrap_seed,bootstrap_mean,bootstrap_sample_sd,bootstrap_percentile95_low,bootstrap_percentile95_high
B_Tox,12650,1.7973947916179895,5000,20260915,1.7973484647903852,0.008146344573257221,1.780354529619217,1.8126967842690647
E_mean,12650,-6.936363636363636,5000,20260915,-6.935772076587263,0.013044355806431098,-6.959090909090909,-6.911363636363635
